Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Atkins, Tom",12,5,12,24,,,,5.0,,1.0,4.0,4.0,1.0,1.0,,10.0,14.0,,,1.0,,1.0,76.0
24,"Bews, Jed",6,3,3,9,,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,8.0,,,2.0,,,84.0
46,"Blicavs, Mark",10,2,7,17,,,18.0,3.0,4.0,2.0,6.0,4.0,1.0,2.0,,9.0,8.0,,,5.0,,,83.0
5,"Cameron, Jeremy",12,6,7,19,1,1.0,,,,7.0,,4.0,1.0,1.0,,8.0,12.0,1.0,1.0,1.0,,3.0,96.0
45,"Close, Brad",5,2,5,10,1,,,3.0,,1.0,1.0,1.0,2.0,1.0,,3.0,8.0,,,,,1.0,76.0
40,"Dahlhaus, Luke",4,,3,7,,,,5.0,,2.0,,2.0,1.0,,,4.0,2.0,,,3.0,,,71.0
16,"De Koning, Sam",5,4,5,10,,,,,4.0,1.0,,,2.0,,,4.0,6.0,,,5.0,,,100.0
22,"Duncan, Mitch",13,5,6,19,1,,,1.0,5.0,3.0,1.0,3.0,,1.0,,4.0,13.0,,,2.0,,1.0,81.0
31,"Evans, Francis",,,,,,,,,,,,,,,,,,,,,,,
29,"Guthrie, Cameron",13,6,12,25,,,,13.0,1.0,5.0,4.0,7.0,2.0,3.0,3.0,11.0,15.0,1.0,,2.0,1.0,,74.0
39,"Guthrie, Zach",9,10,2,11,,1.0,,1.0,,4.0,,,,,,4.0,7.0,3.0,,2.0,,,85.0
26,"Hawkins, Tom",7,5,3,10,3,2.0,3.0,1.0,,,2.0,3.0,1.0,2.0,,6.0,4.0,1.0,5.0,2.0,,,95.0
8,"Kolodjashnij, Jake",6,4,2,8,,,,,3.0,,1.0,4.0,,3.0,,2.0,6.0,,,2.0,,,82.0
27,"Menegola, Sam",15,7,5,20,2,1.0,,2.0,1.0,3.0,1.0,4.0,,3.0,2.0,5.0,17.0,,1.0,,,1.0,76.0
32,"Miers, Gryan",4,2,3,7,,1.0,,1.0,,1.0,,2.0,,1.0,,4.0,2.0,,1.0,,,,77.0
42,"OConnor, Mark",9,5,9,18,,,,2.0,1.0,3.0,2.0,1.0,1.0,,,5.0,12.0,,,1.0,,,81.0
14,"Selwood, Joel",10,2,14,24,,,,4.0,1.0,4.0,7.0,3.0,1.0,2.0,,11.0,14.0,,1.0,2.0,,1.0,83.0
7,"Smith, Isaac",13,6,9,22,1,,,,2.0,4.0,,2.0,,,,4.0,17.0,,1.0,1.0,1.0,,85.0
1,"Stanley, Rhys",5,3,11,16,,,22.0,2.0,,2.0,3.0,,1.0,,,6.0,9.0,1.0,2.0,4.0,,,79.0
18,"Stengle, Tyson",11,3,4,15,3,2.0,,3.0,,2.0,2.0,3.0,2.0,1.0,1.0,9.0,8.0,,2.0,,,1.0,81.0
12,"Stephens, Cooper",8,4,9,17,,,,5.0,,3.0,2.0,4.0,1.0,2.0,,5.0,12.0,,,,,,61.0
44,"Stewart, Tom",13,6,3,16,,,,3.0,3.0,1.0,,,,,,3.0,11.0,1.0,,4.0,,,82.0
2,"Tuohy, Zach",15,9,6,21,,,,1.0,4.0,1.0,,1.0,2.0,,,5.0,15.0,,,2.0,2.0,,92.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,205,99,140,345,12,9.0,43.0,55.0,30.0,51.0,37.0,53.0,19.0,24.0,6.0,123.0,220.0,8.0,14.0,41.0,4.0,9.0,
Opposition,Opposition,209,109,120,329,9,9.0,27.0,55.0,37.0,40.0,30.0,49.0,24.0,19.0,,105.0,220.0,7.0,7.0,26.0,8.0,6.0,
