Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
27,"Alessio, Steven",29y 185d,143 (98-2-43 69.23%),165 (1.15),←,
16,"Barnard, Paul",28y 88d,99 (69-0-30 69.70%),39 (0.39),88 (66-0-22 75.00%),35 (0.40)
22,"Barnes, John",31y 345d,187 (112-2-73 60.43%),88 (0.47),43 (35-1-7 82.56%),23 (0.53)
32,"Blumfield, Justin",23y 169d,100 (70-0-30 70.00%),73 (0.73),←,
33,"Caracella, Blake",24y 58d,88 (63-0-25 71.59%),112 (1.27),←,
31,"Fletcher, Dustin",26y 5d,158 (110-3-45 70.57%),54 (0.34),←,
11,"Hardwick, Damien",28y 267d,137 (90-1-46 66.06%),13 (0.09),←,
3,"Henneman, Aaron",20y 150d,15 (14-0-1 93.33%),,←,
5,"Hird, James",28y 97d,137 (90-4-43 67.15%),232 (1.69),←,
42,"Jacobs, Danny",20y 321d,16 (15-0-1 93.75%),6 (0.38),←,
14,"Johnson, Jason",23y 107d,47 (40-0-7 85.11%),19 (0.40),←,
1,"Johnson, Mark",22y 354d,46 (42-0-4 91.30%),9 (0.20),←,
18,"Lloyd, Matthew",23y 26d,112 (75-1-36 67.41%),382 (3.41),←,
25,"Lucas, Scott",23y 133d,99 (65-0-34 65.66%),157 (1.59),←,
10,"McVeigh, Mark",20y 106d,17 (14-0-3 82.35%),9 (0.53),←,
2,"Mercuri, Mark",27y 80d,158 (107-3-48 68.67%),220 (1.39),←,
29,"Moorcroft, Gary",25y 26d,69 (50-0-19 72.46%),76 (1.10),←,
45,"Peverill, Damien",21y 304d,4 (4-0-0 100.00%),2 (0.50),←,
9,"Ramanauskas, Adam",20y 174d,33 (30-0-3 90.91%),16 (0.48),←,
43,"Rioli, Dean",22y 357d,26 (22-0-4 84.62%),37 (1.42),←,
7,"Solomon, Dean",21y 123d,58 (45-0-13 77.59%),18 (0.31),←,
6,"Wellman, Sean",26y 234d,142 (86-2-54 61.27%),25 (0.18),108 (73-1-34 68.06%),16 (0.15)
Totals,Totals,24y 202d,1891 (1311-18-562 69.33%),1752 (0.93),,
C,"Sheedy, Kevin",53y 139d,479 (312-5-162 65.66%),,←,
