Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
14,"Bugg, Tomas",21y 99d,43 (7-0-36 16.28%),12 (0.28),←,
21,"Buntine, Matt",20y 267d,12 (1-0-11 8.33%),,←,
18,"Cameron, Jeremy",21y 103d,50 (6-0-44 12.00%),119 (2.38),←,
1,"Davis, Phil",23y 317d,59 (17-0-42 28.81%),6 (0.10),41 (6-0-35 14.63%),5 (0.12)
4,"Greene, Toby",20y 291d,47 (5-0-42 10.64%),17 (0.36),←,
33,"Hoskin-Elliott, Will",20y 314d,33 (4-0-29 12.12%),26 (0.79),←,
22,"Kelly, Josh",19y 151d,12 (3-0-9 25.00%),8 (0.67),←,
40,"Kennedy, Adam",22y 1d,49 (6-0-43 12.24%),4 (0.08),←,
37,"Lobb, Rory",21y 154d,2 (0-0-2 0.00%),1 (0.50),←,
39,"Mohr, Tim",25y 267d,42 (4-0-38 9.52%),1 (0.02),←,
41,"Mumford, Shane",28y 8d,111 (73-2-36 66.67%),42 (0.38),11 (4-0-7 36.36%),3 (0.27)
24,"ORourke, Jonathan",20y 83d,4 (0-0-4 0.00%),,←,
7,"Palmer, Rhys",25y 150d,90 (25-0-65 27.78%),55 (0.61),37 (4-0-33 10.81%),32 (0.86)
30,"Plowman, Lachie",19y 305d,12 (1-0-11 8.33%),1 (0.08),←,
9,"Scully, Tom",23y 59d,85 (19-1-65 22.94%),26 (0.31),54 (6-0-48 11.11%),20 (0.37)
5,"Shiel, Dylan",21y 126d,44 (5-0-39 11.36%),22 (0.50),←,
10,"Smith, Devon",21y 54d,53 (7-0-46 13.21%),45 (0.85),←,
20,"Tomlinson, Adam",20y 337d,39 (3-0-36 7.69%),15 (0.38),←,
31,"Townsend, Jacob",21y 23d,27 (4-0-23 14.81%),3 (0.11),←,
8,"Ward, Callan",24y 94d,117 (39-0-78 33.33%),57 (0.49),57 (7-0-50 12.28%),24 (0.42)
6,"Whitfield, Lachie",19y 360d,30 (4-0-26 13.33%),16 (0.53),←,
29,"Williams, Zac",19y 296d,15 (1-0-14 6.67%),3 (0.20),←,
Totals,Totals,21y 341d,976 (234-3-739 23.98%),479 (0.49),,
C,"Cameron, Leon",41y 314d,16 (4-0-12 25.00%),,←,
