Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Berry, Sam",7,5,6,13,,,,3.0,2.0,1.0,5.0,1.0,,,,9.0,7.0,1.0,,3.0,,,58.0
40,"Bond, Hugh",4,2,7,11,,,,2.0,,,,2.0,,2.0,,5.0,7.0,,,1.0,,,83.0
21,"Burgess, Chris",8,5,2,10,,2.0,,2.0,,2.0,,2.0,,1.0,,2.0,6.0,,2.0,2.0,,,83.0
44,"Cumming, Isaac",16,8,5,21,,,,3.0,4.0,3.0,1.0,5.0,1.0,2.0,,8.0,14.0,1.0,,,,,83.0
6,"Curtin, Daniel",5,3,3,8,,,,7.0,1.0,2.0,3.0,3.0,,1.0,,3.0,5.0,,,2.0,,,77.0
12,"Dawson, Jordan",18,6,8,26,1,,,14.0,1.0,11.0,5.0,6.0,3.0,2.0,2.0,10.0,17.0,,,2.0,2.0,,91.0
32,"Fogarty, Darcy",7,3,4,11,1,1.0,,2.0,,,,1.0,2.0,,,6.0,5.0,1.0,,1.0,,1.0,85.0
20,"Hinge, Mitch",9,3,7,16,,,,2.0,3.0,3.0,1.0,,1.0,,,3.0,12.0,,,,,1.0,78.0
1 ↑,"Jones, Chayce",2,1,,2,,,,,,,,1.0,,,,,2.0,,,1.0,,,47.0
48,"Keane, Mark",11,6,6,17,,,,,3.0,,1.0,4.0,1.0,2.0,,9.0,6.0,2.0,,4.0,1.0,,92.0
2,"Keays, Ben",6,2,2,8,1,,,3.0,,1.0,1.0,4.0,,1.0,,4.0,3.0,,1.0,1.0,,,88.0
29,"Laird, Rory",14,7,11,25,,,,4.0,2.0,2.0,5.0,2.0,,1.0,,7.0,19.0,,,3.0,,,83.0
30,"Milera, Wayne",7,5,11,18,,,,2.0,1.0,2.0,2.0,,,,,6.0,12.0,,,2.0,,,82.0
9,"Murray, Nick",8,4,3,11,,,,1.0,,2.0,,4.0,,,,2.0,9.0,1.0,,6.0,,1.0,92.0
28,"Neal-Bullen, Alex",10,1,3,13,,1.0,,5.0,,4.0,,3.0,1.0,2.0,,4.0,9.0,,,,,2.0,77.0
43,"OBrien, Reilly",5,4,12,17,,,51.0,1.0,,,2.0,3.0,,1.0,,5.0,11.0,,,3.0,,,82.0
25 ↓,"Peatling, James",5,2,5,10,1,,,,,,3.0,2.0,2.0,,,4.0,6.0,,,,,,35.0
10,"Pedlar, Luke",5,2,3,8,3,,,2.0,,1.0,,1.0,1.0,,,3.0,5.0,,1.0,2.0,,,73.0
23,"Rankine, Izak",19,5,4,23,1,1.0,,4.0,,8.0,6.0,5.0,4.0,,3.0,14.0,11.0,,,5.0,2.0,,88.0
14,"Soligo, Jake",14,3,8,22,1,,,4.0,,3.0,5.0,4.0,1.0,2.0,,10.0,13.0,,,,1.0,2.0,82.0
19,"Taylor, Zac",11,2,9,20,1,1.0,,5.0,1.0,3.0,2.0,2.0,3.0,,,11.0,9.0,1.0,,1.0,,,70.0
7,"Thilthorpe, Riley",10,4,5,15,3,2.0,12.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,10.0,4.0,2.0,3.0,5.0,,,81.0
24,"Worrell, Josh",14,7,1,15,,,,1.0,5.0,1.0,,5.0,1.0,1.0,,2.0,10.0,,,2.0,,,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,215,90,125,340,13,9.0,63.0,68.0,24.0,51.0,44.0,63.0,22.0,21.0,6.0,137.0,202.0,9.0,7.0,46.0,6.0,7.0,
Opposition,Opposition,182,80,117,299,12,6.0,28.0,72.0,38.0,37.0,33.0,54.0,21.0,22.0,,128.0,178.0,10.0,10.0,47.0,6.0,7.0,
