Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
42,"Boyd, Matthew",23y 288d,55 (22-0-33 40.00%),15 (0.27),←,
17,"Cooney, Adam",20y 254d,52 (22-0-30 42.31%),47 (0.90),←,
4,"Cross, Daniel",23y 73d,57 (23-1-33 41.23%),10 (0.18),←,
10,"Eagleton, Nathan",27y 213d,183 (81-3-99 45.08%),165 (0.90),127 (55-1-71 43.70%),120 (0.94)
9,"Gilbee, Lindsay",24y 338d,84 (35-1-48 42.26%),45 (0.54),←,
3,"Grant, Chris",33y 180d,323 (165-5-153 51.86%),535 (1.66),←,
16,"Griffen, Ryan",19y 319d,28 (15-0-13 53.57%),12 (0.43),←,
8,"Hahn, Mitch",25y 32d,101 (39-1-61 39.11%),64 (0.63),←,
25,"Hargrave, Ryan",24y 320d,81 (31-2-48 39.51%),21 (0.26),←,
19,"Higgins, Shaun",18y 99d,3 (2-0-1 66.67%),3 (1.00),←,
6,"Johnson, Brad",29y 328d,265 (121-5-139 46.60%),359 (1.35),←,
36,"Lake, Brian",24y 104d,64 (23-0-41 35.94%),8 (0.13),←,
23,"McMahon, Jordan",23y 15d,83 (30-2-51 37.35%),33 (0.40),←,
43,"Montgomery, Brett",33y 10d,195 (123-3-69 63.85%),109 (0.56),69 (45-1-23 65.94%),58 (0.84)
38,"Morris, Dale",23y 164d,28 (17-0-11 60.71%),1 (0.04),←,
15,"Power, Sam",22y 344d,57 (19-1-37 34.21%),11 (0.19),←,
1,"Ray, Farren",20y 80d,29 (12-0-17 41.38%),13 (0.45),←,
30,"Robbins, Matthew",29y 34d,124 (52-2-70 42.74%),96 (0.77),117 (48-2-67 41.88%),96 (0.82)
34,"Skipper, Wayde",23y 102d,35 (15-1-19 44.29%),14 (0.40),←,
5,"Smith, Rohan",33y 11d,287 (137-5-145 48.61%),240 (0.84),←,
11,"Street, Peter",26y 5d,52 (20-1-31 39.42%),10 (0.19),35 (13-0-22 37.14%),7 (0.20)
7,"West, Scott",31y 209d,287 (133-4-150 47.04%),100 (0.35),←,
Totals,Totals,25y 193d,2473 (1137-37-1299 45.98%),1911 (0.77),,
C,"Eade, Rodney",48y 68d,185 (99-2-84 54.05%),,33 (18-0-15 54.55%),
