Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
5,"Ablett, Gary",28y 321d,132 (70-1-61 53.41%),480 (3.64),126 (65-1-60 51.98%),470 (3.73)
40,"Brown, Paul",21y 104d,4 (1-0-3 25.00%),5 (1.25),←,
16,"Brownless, Bill",23y 202d,81 (39-1-41 48.77%),157 (1.94),←,
19,"Bruns, Neville",31y 319d,205 (108-1-96 52.93%),158 (0.77),←,
7,"Couch, Paul",26y 30d,115 (60-0-55 52.17%),89 (0.77),←,
28,"Darcy, Tim",26y 215d,101 (48-0-53 47.52%),24 (0.24),←,
4,"Fletcher, Adrian",20y 312d,15 (8-0-7 53.33%),7 (0.47),←,
46,"Forssman, Darren",19y 338d,3 (1-0-2 33.33%),2 (0.67),←,
25,"Hamilton, Shane",20y,26 (12-0-14 46.15%),40 (1.54),←,
39,"Hinkley, Ken",23y 322d,25 (9-0-16 36.00%),48 (1.92),14 (5-0-9 35.71%),27 (1.93)
32,"Hocking, Garry",21y 314d,54 (29-1-24 54.63%),39 (0.72),←,
1,"Hocking, Steve",25y 212d,124 (62-0-62 50.00%),7 (0.06),←,
12,"Malakellis, Spiro",22y 117d,32 (18-0-14 56.25%),13 (0.41),←,
50,"Malakellis, Tony",20y 147d,8 (2-0-6 25.00%),7 (0.88),←,
49,"Mansfield, Michael",19y 10d,3 (1-0-2 33.33%),2 (0.67),←,
38,"McCrabb, Austin",25y 203d,28 (16-0-12 57.14%),4 (0.14),←,
55,"Neeld, Mark",19y 36d,4 (1-0-3 25.00%),,←,
24,"Poole, Trevor",26y 117d,114 (36-0-78 31.58%),67 (0.59),15 (6-0-9 40.00%),11 (0.73)
26,"Stoneham, Barry",22y 190d,83 (43-1-39 52.41%),74 (0.89),←,
10,"Troy, Darren",26y 171d,45 (17-1-27 38.89%),6 (0.13),←,
Totals,Totals,23y 221d,1202 (581-6-615 48.34%),1229 (1.02),,
C,"Blight, Malcolm",40y 183d,62 (32-0-30 51.61%),,46 (26-0-20 56.52%),
