Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Bassett, Nathan",,,1,1,,,,,,,,,,,,1.0,,,,,,,10.0
44,"Bock, Nathan",26,16,9,35,,,,3.0,4.0,1.0,1.0,3.0,1.0,2.0,2.0,7.0,28.0,2.0,,3.0,3.0,,100.0
11,"Doughty, Michael",11,8,11,22,,,1.0,3.0,1.0,,1.0,2.0,3.0,,,4.0,18.0,,,1.0,,,100.0
26,"Douglas, Richard",13,6,5,18,2,,,5.0,1.0,5.0,2.0,3.0,1.0,1.0,,6.0,12.0,1.0,,,,,89.0
9,"Edwards, Tyson",18,12,7,25,2,1.0,1.0,1.0,2.0,5.0,,2.0,2.0,,,4.0,21.0,1.0,2.0,2.0,,,98.0
36,"Goodwin, Simon",10,6,17,27,,1.0,,2.0,,1.0,3.0,,1.0,,,5.0,22.0,,,2.0,,,92.0
6,"Griffin, Jonathon",2,2,2,4,,,10.0,1.0,,1.0,,1.0,,1.0,,,4.0,,,,,,39.0
30,"Jericho, Luke",8,5,1,9,2,2.0,,2.0,,,,,,,,3.0,5.0,,4.0,3.0,,1.0,84.0
18,"Johncock, Graham",21,14,8,29,,,,2.0,4.0,2.0,,1.0,,,,4.0,24.0,,,3.0,,,100.0
21,"Knights, Chris",14,7,7,21,,,,5.0,1.0,2.0,,2.0,1.0,1.0,,4.0,19.0,,,1.0,,,78.0
14,"Mackay, David",4,3,3,7,,,,1.0,1.0,,1.0,,,,,1.0,6.0,,,,,,48.0
20,"Maric, Ivan",2,2,10,12,,,17.0,2.0,1.0,,3.0,,,,,6.0,5.0,1.0,,3.0,,,76.0
23,"McLeod, Andrew",14,7,10,24,,,,1.0,,3.0,1.0,4.0,,2.0,,6.0,17.0,,1.0,,,1.0,95.0
22,"Otten, Andy",2,,1,3,,,,1.0,1.0,,,2.0,,1.0,,,2.0,,,,,,27.0
40,"Porplyzia, Jason",12,6,10,22,3,1.0,,3.0,1.0,4.0,2.0,1.0,2.0,,,11.0,12.0,,2.0,5.0,,2.0,94.0
25,"Rutten, Ben",13,16,6,19,,,1.0,1.0,5.0,,,1.0,,,,1.0,18.0,,,3.0,,,100.0
12,"Shirley, Robert",5,5,8,13,,,2.0,4.0,,,2.0,2.0,1.0,2.0,,6.0,7.0,,,2.0,,1.0,98.0
27,"Stevens, Scott",13,8,6,19,,,,2.0,,,1.0,5.0,,,,4.0,15.0,1.0,,1.0,,,100.0
5,"Thompson, Scott",26,11,7,33,,2.0,1.0,4.0,,11.0,7.0,3.0,3.0,2.0,,14.0,19.0,1.0,2.0,3.0,,2.0,97.0
4,"Tippett, Kurt",1,1,3,4,,1.0,1.0,,1.0,,,,1.0,,,3.0,1.0,,1.0,1.0,,,86.0
7,"van Berlo, Nathan",16,10,14,30,,1.0,,1.0,5.0,3.0,4.0,,2.0,,,7.0,21.0,,1.0,3.0,1.0,,100.0
17,"Vince, Bernie",16,12,8,24,1,1.0,1.0,2.0,2.0,5.0,3.0,,1.0,,,5.0,20.0,,3.0,,,,90.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,247,157,154,401,10,12.0,35.0,46.0,30.0,43.0,31.0,32.0,19.0,12.0,2.0,102.0,296.0,7.0,16.0,36.0,4.0,7.0,
Opposition,Opposition,201,131,184,385,11,10.0,28.0,42.0,31.0,41.0,22.0,41.0,12.0,19.0,4.0,91.0,299.0,5.0,10.0,33.0,15.0,10.0,
