Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Akermanis, Jason",21,8,6,27,2,,,1.0,2.0,9.0,7.0,2.0,1.0,,3.0,7.0,20.0,1.0,,,,1.0,100.0
10,"Ashcroft, Marcus",9,6,9,18,,,,1.0,4.0,,,,,,,3.0,15.0,,,2.0,,,100.0
20,"Black, Simon",11,2,12,23,2,,,4.0,1.0,4.0,4.0,1.0,1.0,,2.0,6.0,18.0,,1.0,1.0,1.0,1.0,98.0
36,"Bradshaw, Daniel",15,14,3,18,6,1.0,,,,1.0,,,,,1.0,4.0,14.0,3.0,11.0,,,1.0,100.0
16,"Brown, Jonathan",2,3,10,12,,,,1.0,,2.0,,2.0,,2.0,,9.0,3.0,1.0,,2.0,,1.0,100.0
1,"Caracella, Blake",7,3,4,11,2,1.0,,,1.0,2.0,2.0,,1.0,,,3.0,7.0,,1.0,1.0,,,45.0
19,"Charman, Jamie",6,8,5,11,,1.0,13.0,4.0,1.0,5.0,1.0,4.0,,1.0,,2.0,9.0,,1.0,1.0,,,45.0
30,"Copeland, Robert",7,4,2,9,,,,1.0,2.0,,,,,,,2.0,7.0,,,4.0,,,100.0
32,"Hart, Shaun",9,3,4,13,1,,,1.0,1.0,2.0,,,,,,2.0,10.0,,1.0,2.0,,,83.0
2,"Johnson, Chris",8,4,9,17,,,,3.0,4.0,,1.0,2.0,,1.0,,9.0,9.0,1.0,,4.0,2.0,,100.0
27,"Keating, Clark",5,2,2,7,,1.0,25.0,,1.0,1.0,2.0,,,,,3.0,4.0,1.0,1.0,2.0,,1.0,55.0
44,"Lappin, Nigel",20,6,8,28,1,1.0,,4.0,3.0,6.0,7.0,6.0,2.0,1.0,,9.0,20.0,,1.0,3.0,,,91.0
23,"Leppitsch, Justin",11,8,10,21,1,,,1.0,6.0,,1.0,4.0,1.0,1.0,,10.0,11.0,3.0,,9.0,6.0,,100.0
11,"Lynch, Alastair",2,1,1,3,2,,1.0,2.0,,,,1.0,1.0,1.0,,3.0,,1.0,1.0,,,,66.0
4,"McRae, Craig",3,,,3,,1.0,,1.0,,1.0,,,,,,1.0,2.0,,,,,,17.0
15,"Michael, Mal",1,2,9,10,,,2.0,,4.0,,,1.0,,1.0,,5.0,5.0,1.0,,11.0,,,100.0
13,"Pike, Martin",8,1,6,14,,,,3.0,2.0,3.0,2.0,,2.0,,,8.0,6.0,,,2.0,,,46.0
6,"Power, Luke",17,5,8,25,,,,,1.0,4.0,2.0,5.0,,,,9.0,16.0,2.0,2.0,4.0,3.0,4.0,100.0
5,"Scott, Brad",19,7,6,25,,,,3.0,5.0,3.0,1.0,1.0,2.0,,,8.0,17.0,1.0,,2.0,2.0,1.0,100.0
22,"Scott, Chris",6,1,7,13,,,,4.0,1.0,3.0,2.0,4.0,2.0,,,8.0,5.0,,,2.0,,,67.0
34,"Shattock, Aaron",9,5,7,16,2,,,3.0,,3.0,3.0,1.0,2.0,1.0,,9.0,7.0,1.0,2.0,,,1.0,100.0
3,"Voss, Michael",5,,11,16,,,,3.0,2.0,1.0,4.0,,,,,7.0,10.0,,,,,2.0,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,201,93,139,340,19,9.0,41.0,40.0,41.0,50.0,39.0,34.0,15.0,9.0,6.0,127.0,215.0,16.0,22.0,52.0,14.0,13.0,
Opposition,Opposition,173,70,107,280,13,8.0,37.0,41.0,30.0,57.0,36.0,34.0,9.0,15.0,,111.0,161.0,9.0,7.0,30.0,3.0,6.0,
