Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",12,,8,20,1,,,3.0,,,,,2.0,2.0,,,,,,,,,
6,"Campbell, Tony",9,3,1,10,,,,,,,,,4.0,3.0,,,,,,,,,
31,"Darcy, Anthony",8,1,4,12,,,,3.0,,,,,1.0,1.0,,,,,,,,,
26,"Del-Re, Danny",9,6,7,16,2,2.0,,,,,,,,2.0,,,,,,,,,
32,"Foster, Peter",10,2,2,12,,,,3.0,,,,,2.0,2.0,,,,,,,,,
41,"Frost, Michael",10,3,2,12,,,,1.0,,,,,1.0,2.0,,,,,,,,,
29,"Grant, Chris",8,5,2,10,2,,,,,,,,1.0,1.0,,,,,,,,,
7,"Hawkins, Doug",10,7,6,16,1,,,2.0,,,,,1.0,1.0,,,,,,,,,
10,"Hunter, Mark",14,1,3,17,,,,2.0,,,,,3.0,2.0,,,,,,,,,
4,"Kellett, Nigel",11,2,7,18,,1.0,,1.0,,,,,3.0,,,,,,,,,,
21,"Kolyniuk, Steven",11,2,5,16,,1.0,,2.0,,,,,1.0,4.0,,,,,,,,,
35,"Kretiuk, Steven",1,,,1,,,,,,,,,,1.0,,,,,,,,,
39,"Liberatore, Tony",10,2,11,21,,,,2.0,,,,,3.0,3.0,,,,,,,,,
27,"Macpherson, Stephen",12,2,9,21,,,,1.0,,,,,1.0,1.0,,,,,,,,,
2,"Reynolds, Keenan",14,7,1,15,1,1.0,,1.0,,,,,,2.0,,,,,,,,,
33,"Royal, Brian",,,1,1,,,,,,,,,,1.0,,,,,,,,,
17,"Standfield, Barry",11,6,3,14,2,1.0,7.0,3.0,,,,,4.0,1.0,,,,,,,,,
8,"Toohey, Bernard",5,1,4,9,,,,,,,,,1.0,2.0,,,,,,,,,
14,"West, Scott",13,4,8,21,,,,1.0,,,,,,2.0,,,,,,,,,
15,"Wynd, Scott",4,6,7,11,,,17.0,,,,,,2.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,182,60,91,273,9,8.0,24.0,25.0,,,,,30.0,33.0,,,,,,,,,
Opposition,Opposition,231,72,102,333,20,12.0,15.0,44.0,,,,,33.0,30.0,6.0,,,,,,,,
