Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bell, Peter",31y 164d,270 (153-0-117 56.67%),240 (0.89),147 (69-0-78 46.94%),120 (0.82)
21,"Black, Heath",28y 76d,185 (75-0-110 40.54%),79 (0.43),131 (53-0-78 40.46%),60 (0.46)
2,"Carr, Josh",27y 105d,168 (110-1-57 65.77%),90 (0.54),63 (33-0-30 52.38%),30 (0.48)
15,"Crowley, Ryan",23y 160d,47 (26-0-21 55.32%),40 (0.85),←,
33,"Farmer, Jeff",30y 49d,226 (108-0-118 47.79%),454 (2.01),108 (56-0-52 51.85%),195 (1.81)
40,"Foster, Andrew",21y 346d,1 (1-0-0 100.00%),,←,
27,"Gilmore, Daniel",24y 163d,30 (19-0-11 63.33%),8 (0.27),←,
14,"Grover, Antoni",27y 154d,127 (59-0-68 46.46%),17 (0.13),←,
4,"Hasleby, Paul",26y 61d,164 (71-0-93 43.29%),100 (0.61),←,
43,"Hayden, Roger",26y 246d,77 (43-0-34 55.84%),7 (0.09),←,
37,"Johnson, Michael",22y 296d,51 (30-0-21 58.82%),8 (0.16),←,
8,"McManus, Shaun",31y 184d,214 (87-0-127 40.65%),88 (0.41),←,
18,"McPharlin, Luke",25y 254d,110 (62-0-48 56.36%),64 (0.58),98 (54-0-44 55.10%),61 (0.62)
16,"Mundy, David",22y 23d,61 (34-0-27 55.74%),9 (0.15),←,
28,"Murphy, Ryan",22y 80d,29 (17-0-12 58.62%),34 (1.17),←,
29,"Pavlich, Matthew",25y 224d,172 (78-0-94 45.35%),302 (1.76),←,
7,"Peake, Brett",24y 38d,37 (23-0-14 62.16%),19 (0.51),←,
3,"Schammer, Byron",22y 52d,82 (49-0-33 59.76%),27 (0.33),←,
6,"Solomon, Dean",27y 215d,176 (100-1-75 57.10%),66 (0.38),18 (8-0-10 44.44%),10 (0.56)
17,"Tarrant, Chris",26y 328d,179 (83-0-96 46.37%),331 (1.85),18 (8-0-10 44.44%),32 (1.78)
22,"Thornton, Scott",24y 335d,53 (28-0-25 52.83%),5 (0.09),←,
34,"Warnock, Robert",20y 205d,9 (5-0-4 55.56%),4 (0.44),←,
Totals,Totals,25y 221d,2468 (1261-2-1205 51.09%),1992 (0.81),,
C,"Harvey, Mark",42y 62d,4 (3-0-1 75.00%),,←,
