Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
41,"Adkins, Damien",19y 195d,16 (6-0-10 37.50%),8 (0.50),←,
49,"Betheras, Rupert",24y 242d,36 (9-0-27 25.00%),11 (0.31),←,
26,"Brown, Gavin",32y 301d,252 (113-5-134 45.83%),193 (0.77),←,
5,"Buckley, Nathan",27y 362d,161 (57-2-102 36.02%),170 (1.06),141 (53-2-86 38.30%),149 (1.06)
17,"Burns, Scott",25y 212d,103 (37-1-65 36.41%),43 (0.42),←,
28,"Crosisca, Gavin",31y 311d,245 (121-5-119 50.41%),64 (0.26),←,
40,"Davis, Leon",19y 35d,13 (3-0-10 23.08%),10 (0.77),←,
19,"Davis, Nick",20y 114d,28 (6-0-22 21.43%),14 (0.50),←,
46,"Dimattina, Andrew",22y 256d,8 (1-0-7 12.50%),2 (0.25),←,
25,"Fraser, Josh",18y 199d,19 (6-0-13 31.58%),5 (0.26),←,
31,"Johnson, Ben",19y 108d,12 (5-0-7 41.67%),7 (0.58),←,
30,"Kinnear, Ben",21y 146d,27 (8-0-19 29.63%),4 (0.15),←,
18,"Licuria, Paul",22y 200d,43 (10-0-33 23.26%),11 (0.26),33 (8-0-25 24.24%),9 (0.27)
24,"Lockyer, Tarkyn",20y 266d,34 (10-0-24 29.41%),6 (0.18),←,
48,"Michael, Mal",23y 28d,59 (20-0-39 33.90%),22 (0.37),←,
11,"OBree, Shane",21y 129d,39 (15-0-24 38.46%),15 (0.38),20 (6-0-14 30.00%),12 (0.60)
2,"Orchard, Mark",24y 111d,86 (37-1-48 43.60%),15 (0.17),45 (13-1-31 30.00%),10 (0.22)
35,"Prestigiacomo, Simon",22y 173d,67 (20-0-47 29.85%),2 (0.03),←,
23,"Rocca, Anthony",22y 342d,96 (36-0-60 37.50%),126 (1.31),74 (25-0-49 33.78%),115 (1.55)
44,"Scotland, Heath",20y 1d,21 (3-0-18 14.29%),3 (0.14),←,
21,"Tuckey, Brent",20y 330d,18 (4-0-14 22.22%),8 (0.44),←,
10,"Williams, Paul",27y 110d,187 (80-2-105 43.32%),223 (1.19),←,
Totals,Totals,23y 57d,1570 (607-16-947 38.66%),962 (0.61),,
C,"Malthouse, Mick",46y 340d,398 (229-4-165 58.04%),,20 (6-0-14 30.00%),
