Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Bayes, Mark",7,2,5,12,,1.0,,2.0,,,,,,,,,,,,,,,
13,"Brunton, Neil",10,2,4,14,,,,3.0,,,,,,2.0,,,,,,,,,
4,"Doolan, Ben",17,2,4,21,,,,1.0,,,,,1.0,,,,,,,,,,
40,"Dunkley, Andrew",7,7,7,14,,,1.0,1.0,,,,,,3.0,,,,,,,,,
47,"Higgins, Leon",9,3,5,14,,1.0,,,,,,,1.0,,,,,,,,,,
19,"John, Gareth",,,,,,,10.0,,,,,,,,,,,,,,,,
14,"Kelly, Paul",15,2,9,24,,3.0,,3.0,,,,,1.0,4.0,,,,,,,,,
1,"Lawson, Jamie",3,1,3,6,1,1.0,,1.0,,,,,3.0,,,,,,,,,,
3,"Lewis, Dale",10,4,4,14,2,2.0,,1.0,,,,,,,,,,,,,,,
8,"Minton-Connell, Simon",9,3,2,11,4,3.0,,1.0,,,,,4.0,1.0,,,,,,,,,
10,"Mitchell, Barry",19,1,8,27,,1.0,,,,,,,2.0,,,,,,,,,,
37,"Mooney, Jason",14,1,3,17,,,1.0,,,,,,3.0,,,,,,,,,,
18,"Nettelbeck, Craig",6,3,1,7,1,2.0,,,,,,,1.0,3.0,,,,,,,,,
22,"Rose, Gavin",5,3,5,10,,,,,,,,,1.0,,,,,,,,,,
15,"Strooper, David",9,5,7,16,3,,,2.0,,,,,4.0,,,,,,,,,,
12,"Thripp, Terry",11,2,8,19,,,,2.0,,,,,,,,,,,,,,,
2,"Tunbridge, Brad",4,2,8,12,,,15.0,,,,,,1.0,2.0,,,,,,,,,
27,"Wheeler, Sanford",10,1,3,13,,1.0,,4.0,,,,,1.0,2.0,,,,,,,,,
5,"Wigney, Stuart",1,,,1,,,,1.0,,,,,,,,,,,,,,,
26,"Wright, Stephen",6,1,12,18,,,,,,,,,2.0,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,172,45,98,270,11,17.0,27.0,22.0,,,,,25.0,20.0,,,,,,,,,
Opposition,Opposition,197,74,130,327,21,10.0,19.0,28.0,,,,,25.0,25.0,6.0,,,,,,,,
