Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",28y 218d,176 (71-2-103 40.91%),39 (0.22),←,
17,"Beams, Claye",22y 293d,20 (6-0-14 30.00%),15 (0.75),←,
8,"Bewick, Rohan",24y 254d,54 (22-0-32 40.74%),44 (0.81),←,
42,"Clarke, Justin",20y 215d,27 (10-0-17 37.04%),1 (0.04),←,
33,"Close, Michael",19y 326d,6 (0-0-6 0.00%),4 (0.67),←,
26,"Cutler, Tom",19y 121d,7 (1-0-6 14.29%),2 (0.29),←,
27,"Gardiner, Darcy",18y 272d,9 (3-0-6 33.33%),1 (0.11),←,
6,"Green, Josh",21y 301d,45 (20-0-25 44.44%),55 (1.22),←,
11,"Hanley, Pearce",25y 218d,87 (29-0-58 33.33%),31 (0.36),←,
2,"Harwood, Ryan",22y 318d,48 (19-0-29 39.58%),4 (0.08),←,
36,"Maguire, Matt",30y 22d,160 (78-1-81 49.06%),20 (0.13),61 (24-0-37 39.34%),1 (0.02)
12,"Martin, Stefan",27y 216d,65 (16-1-48 25.38%),27 (0.42),8 (2-0-6 25.00%),4 (0.50)
32,"Mayes, Sam",20y 32d,30 (13-0-17 43.33%),20 (0.67),←,
21,"Merrett, Daniel",29y 191d,162 (70-3-89 44.14%),62 (0.38),←,
47,"OBrien, Zac",23y 237d,4 (2-0-2 50.00%),1 (0.25),←,
22,"Paparone, Marco",19y 291d,18 (5-0-13 27.78%),12 (0.67),←,
24,"Patfull, Joel",29y 196d,173 (69-3-101 40.75%),23 (0.13),←,
30,"Redden, Jack",23y 194d,111 (40-1-70 36.49%),50 (0.45),←,
18,"Robertson, Nick",19y 18d,7 (1-0-6 14.29%),,←,
38,"Rockliff, Tom",24y 119d,94 (31-0-63 32.98%),49 (0.52),←,
28,"Taylor, Lewis",19y 124d,13 (3-0-10 23.08%),7 (0.54),←,
15,"Zorko, Dayne",25y 132d,51 (21-0-30 41.18%),52 (1.02),←,
Totals,Totals,23y 179d,1367 (530-11-826 38.77%),519 (0.38),,
C,"Leppitsch, Justin",38y 263d,13 (3-0-10 23.08%),,←,
