Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",10,5,1,11,,,,2.0,3.0,,1.0,,,,1.0,3.0,6.0,2.0,,9.0,,,
38,"Baird, John",5,1,2,7,,,,,1.0,2.0,1.0,1.0,,1.0,,2.0,4.0,1.0,,3.0,,,
22,"Burton, Matthew",5,1,4,9,,,27.0,1.0,1.0,1.0,5.0,,3.0,,,7.0,2.0,,,4.0,,,
23,"Clayton, Shane",14,7,5,19,2,1.0,,,1.0,5.0,3.0,,1.0,,,7.0,12.0,1.0,2.0,1.0,,,
45,"Cochrane, Stuart",2,,2,4,,,1.0,1.0,,1.0,,,,,,1.0,2.0,,,,,,
2,"Colbert, Leigh",9,4,7,16,,,,,5.0,1.0,1.0,3.0,2.0,1.0,,11.0,5.0,,,1.0,1.0,,
6,"Grant, Shannon",13,4,3,16,2,2.0,,1.0,1.0,2.0,1.0,1.0,5.0,,,9.0,10.0,1.0,,,7.0,,
39,"Harding, Leigh",11,7,3,14,1,3.0,,1.0,1.0,4.0,,3.0,1.0,2.0,,5.0,9.0,1.0,1.0,,9.0,,
14,"Harris, Daniel",4,,3,7,,1.0,,3.0,,1.0,1.0,,1.0,,,6.0,2.0,,,1.0,,,
29,"Harvey, Brent",14,4,6,20,4,1.0,,6.0,1.0,2.0,3.0,3.0,1.0,2.0,,12.0,8.0,3.0,3.0,2.0,,,
34,"King, David",10,,4,14,1,,,2.0,2.0,5.0,,1.0,2.0,1.0,,3.0,9.0,,,4.0,,,
27,"Lange, Adam",,,1,1,,,,,,,,,,,,,1.0,,,,,,
35,"Makepeace, Troy",6,2,5,11,,,,3.0,2.0,1.0,1.0,1.0,,,,5.0,6.0,,,1.0,,,
5,"McCartney, Jason",8,7,2,10,,,,,4.0,,2.0,,1.0,,,4.0,6.0,2.0,,6.0,,,
32,"Morrell, Digby",3,1,8,11,1,,,1.0,1.0,3.0,1.0,2.0,,2.0,,9.0,3.0,,,9.0,,,
28,"Pickett, Byron",8,4,5,13,1,,,3.0,,4.0,,1.0,,1.0,,4.0,9.0,,1.0,3.0,2.0,,
17,"Porter, Mark",1,1,1,2,1,,2.0,1.0,,1.0,,,,,,2.0,,1.0,,1.0,,,
30,"Robbins, Ben",7,,10,17,,,,3.0,1.0,1.0,4.0,2.0,2.0,1.0,,9.0,6.0,,,4.0,1.0,,
26,"Rocca, Saverio",5,5,,5,2,2.0,2.0,2.0,,3.0,,,,,,2.0,3.0,2.0,2.0,6.0,,,
7,"Simpson, Adam",17,3,3,20,,,,1.0,4.0,5.0,4.0,3.0,,,2.0,14.0,8.0,1.0,,1.0,,,
10,"Stevens, Anthony",24,9,6,30,1,1.0,,3.0,4.0,10.0,6.0,5.0,2.0,3.0,3.0,14.0,18.0,1.0,,1.0,5.0,,
40,"Teague, David",11,6,4,15,,,,3.0,4.0,2.0,1.0,2.0,,1.0,,6.0,9.0,1.0,,2.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,187,71,85,272,16,14.0,32.0,37.0,36.0,54.0,35.0,28.0,21.0,15.0,6.0,135.0,138.0,17.0,9.0,59.0,25.0,,
Opposition,Opposition,189,67,123,312,14,9.0,30.0,35.0,32.0,58.0,40.0,38.0,15.0,21.0,,126.0,181.0,9.0,10.0,48.0,16.0,,
