Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Blair, Jarryd",8,3,8,16,1,,,2.0,,1.0,,4.0,1.0,3.0,,6.0,10.0,,,,,1.0,79.0
29,"Broomhead, Tim",2,2,5,7,2,,,1.0,,1.0,,2.0,,1.0,,2.0,5.0,,2.0,,,,74.0
16,"Brown, Nathan",4,3,2,6,,,,1.0,,,,3.0,,2.0,,1.0,4.0,,,5.0,,,98.0
46,"Cox, Mason",5,3,5,10,2,1.0,5.0,4.0,,,2.0,4.0,3.0,3.0,,7.0,3.0,2.0,1.0,2.0,,,88.0
25,"Crisp, Jack",13,7,13,26,1,,3.0,5.0,1.0,3.0,1.0,2.0,,,,6.0,23.0,,,3.0,1.0,1.0,82.0
2,"de Goey, Jordan",8,1,10,18,,1.0,,5.0,2.0,2.0,,1.0,,,,4.0,14.0,,,3.0,,,85.0
1,"Fasolo, Alex",10,8,6,16,,,,4.0,,2.0,,1.0,,,,3.0,13.0,1.0,,,1.0,,90.0
45,"Frost, Jack",3,3,7,10,,,,3.0,1.0,1.0,,2.0,,1.0,,1.0,9.0,,,9.0,,,87.0
19,"Greenwood, Levi",8,1,11,19,1,,,5.0,,,4.0,5.0,1.0,2.0,,9.0,11.0,,,1.0,,,80.0
4,"Grundy, Brodie",10,4,11,21,,1.0,15.0,5.0,1.0,5.0,4.0,8.0,3.0,7.0,,9.0,12.0,1.0,1.0,,,,86.0
38,"Howe, Jeremy",7,5,4,11,,1.0,1.0,1.0,,5.0,,,2.0,,,6.0,5.0,1.0,1.0,2.0,,1.0,80.0
8,"Langdon, Tom",4,2,10,14,,,,2.0,1.0,,1.0,1.0,,,,6.0,9.0,,1.0,,,,51.0
37,"Maynard, Brayden",9,7,10,19,,1.0,,3.0,6.0,2.0,,2.0,1.0,2.0,,5.0,15.0,,,1.0,,,72.0
30,"Moore, Darcy",5,4,3,8,2,,1.0,1.0,,2.0,,2.0,1.0,2.0,,5.0,4.0,2.0,2.0,2.0,,1.0,85.0
43,"Oxley, Adam",13,3,11,24,,,,4.0,5.0,,2.0,2.0,,,,6.0,13.0,,,,,,86.0
10,"Pendlebury, Scott",8,2,20,28,,,,5.0,1.0,2.0,3.0,2.0,1.0,2.0,,11.0,17.0,,,1.0,,1.0,78.0
20,"Reid, Ben",10,8,7,17,,,,,4.0,1.0,1.0,1.0,1.0,1.0,,7.0,11.0,1.0,,5.0,,,86.0
22,"Sidebottom, Steele",13,3,10,23,,,,7.0,3.0,,,3.0,,,,5.0,18.0,,,2.0,,,90.0
28,"Sinclair, Ben",11,3,9,20,,,,2.0,3.0,2.0,,1.0,,,,4.0,15.0,,,1.0,2.0,,70.0
40,"Smith, Josh",17,4,12,29,,,,2.0,3.0,4.0,3.0,4.0,2.0,,,12.0,17.0,,,2.0,,,78.0
34,"Toovey, Alan",3,1,11,14,,,,7.0,4.0,,1.0,1.0,,1.0,,6.0,8.0,,,4.0,,,89.0
7,"Treloar, Adam",11,2,21,32,,,,10.0,3.0,,8.0,3.0,4.0,2.0,2.0,11.0,19.0,,,,,1.0,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,182,79,206,388,9,8.0,25.0,79.0,38.0,33.0,30.0,54.0,20.0,29.0,2.0,132.0,255.0,8.0,8.0,43.0,4.0,6.0,
Opposition,Opposition,205,92,143,348,18,16.0,47.0,56.0,22.0,61.0,42.0,36.0,29.0,20.0,4.0,135.0,218.0,11.0,19.0,44.0,6.0,15.0,
