West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
44,"Bennell, Jamie",23y 351d,66 (20-1-45 31.06%),24 (0.36),9 (4-0-5 44.44%),1 (0.11)
1,"Brown, Mitch",25y 158d,79 (30-0-49 37.97%),11 (0.14),←,
20,"Cox, Dean",32y 296d,282 (142-1-139 50.53%),167 (0.59),←,
15,"Cripps, Jamie",22y 31d,40 (17-0-23 42.50%),44 (1.10),24 (9-0-15 37.50%),28 (1.17)
27,"Darling, Jack",21y 345d,77 (45-0-32 58.44%),136 (1.77),←,
18,"Ellis, Xavier",26y 85d,93 (60-1-32 65.05%),30 (0.32),7 (4-0-3 57.14%),2 (0.29)
3,"Gaff, Andrew",21y 342d,72 (41-0-31 56.94%),23 (0.32),←,
23,"Glass, Darren",33y 10d,269 (141-2-126 52.79%),8 (0.03),←,
33,"Hill, Josh",25y 125d,111 (64-1-46 58.11%),142 (1.28),45 (25-0-20 55.56%),67 (1.49)
25,"Hurn, Shannon",26y 262d,139 (73-0-66 52.52%),41 (0.29),←,
34,"Hutchings, Mark",22y 364d,14 (5-0-9 35.71%),4 (0.29),←,
17,"Kennedy, Josh",26y 272d,129 (49-1-79 38.37%),252 (1.95),107 (46-0-61 42.99%),241 (2.25)
16,"Mackenzie, Eric",26y 5d,108 (47-0-61 43.52%),5 (0.05),←,
7,"Masten, Chris",25y 22d,105 (47-0-58 44.76%),50 (0.48),←,
9,"Naitanui, Nic",24y 20d,97 (50-0-47 51.55%),64 (0.66),←,
11,"Priddis, Matt",29y 64d,160 (75-0-85 46.88%),51 (0.32),←,
24,"Rosa, Matt",27y 182d,145 (74-0-71 51.03%),36 (0.25),←,
10,"Selwood, Scott",24y 58d,119 (57-0-62 47.90%),34 (0.29),←,
5,"Sheppard, Brad",23y 1d,53 (23-0-30 43.40%),12 (0.23),←,
13,"Shuey, Luke",23y 356d,74 (44-0-30 59.46%),66 (0.89),←,
12,"Wellingham, Sharrod",25y 321d,109 (75-2-32 69.72%),67 (0.61),17 (8-0-9 47.06%),12 (0.71)
6,"Yeo, Elliot",20y 235d,36 (15-0-21 41.67%),3 (0.08),9 (4-0-5 44.44%),2 (0.22)
Totals,Totals,25y 144d,2377 (1194-9-1174 50.23%),1270 (0.53),,
C,"Simpson, Adam",38y 97d,9 (4-0-5 44.44%),,←,
