Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Adcock, Jed",9,2,7,16,,,,2.0,4.0,3.0,,3.0,1.0,1.0,,6,9,,,4.0,,,90.0
18,"Banfield, Todd",4,1,3,7,2.0,,,1.0,,3.0,1.0,3.0,1.0,1.0,,3,4,,,1.0,1.0,,85.0
17 ↓,"Beams, Claye",6,5,7,13,2.0,1.0,,1.0,,,,2.0,1.0,1.0,,4,9,,3.0,,,,48.0
43,"Bewick, Rohan",12,4,3,15,1.0,,,2.0,2.0,5.0,,2.0,,,,5,10,,,1.0,,1.0,87.0
20,"Black, Simon",16,5,11,27,,1.0,,3.0,1.0,4.0,9.0,,3.0,,,15,11,,,1.0,1.0,1.0,80.0
16,"Brown, Jonathan",6,5,1,7,3.0,,,1.0,,1.0,,1.0,1.0,1.0,,3,5,2.0,4.0,1.0,,1.0,64.0
33 ↑,"Buchanan, Amon",3,2,5,8,,,1.0,2.0,,2.0,1.0,,1.0,,,2,6,,,,,1.0,39.0
1,"Clark, Mitch",6,1,7,13,1.0,1.0,4.0,2.0,,2.0,3.0,4.0,,2.0,,7,6,,1.0,2.0,,2.0,87.0
11,"Hanley, Pearce",14,11,6,20,,,,6.0,4.0,2.0,1.0,4.0,2.0,1.0,,5,17,,,5.0,1.0,,89.0
35,"Lester, Ryan",7,6,9,16,1.0,1.0,,,1.0,1.0,,2.0,1.0,,,8,8,1.0,,,,1.0,91.0
23,"Leuenberger, Matthew",8,2,6,14,,,30.0,1.0,1.0,1.0,5.0,2.0,4.0,1.0,,8,6,,,3.0,,1.0,86.0
9,"McGrath, Ashley",11,2,1,12,,,,2.0,5.0,1.0,1.0,,1.0,,,4,5,,,4.0,,,94.0
21,"Merrett, Daniel",12,7,7,19,,,,3.0,3.0,,,2.0,1.0,2.0,2.0,7,9,2.0,,10.0,,,100.0
34,"OBrien, Jesse",8,3,3,11,1.0,,,4.0,,3.0,2.0,1.0,,1.0,,5,6,,,2.0,,,93.0
24,"Patfull, Joel",4,3,3,7,,,,3.0,3.0,1.0,,1.0,1.0,,,4,3,1.0,,8.0,,1.0,98.0
31,"Polkinghorne, James",10,5,11,21,1.0,3.0,,3.0,,5.0,1.0,4.0,2.0,,,9,12,1.0,,2.0,,,83.0
29,"Raines, Andrew",7,3,7,14,,,,1.0,1.0,5.0,3.0,6.0,,3.0,,8,6,,,1.0,,1.0,74.0
30,"Redden, Jack",9,3,11,20,,,,13.0,4.0,2.0,3.0,1.0,2.0,,,10,10,1.0,,3.0,,,95.0
10,"Rich, Daniel",11,3,10,21,2.0,1.0,,5.0,1.0,6.0,4.0,2.0,,,,11,12,,,2.0,,,79.0
38,"Rockliff, Tom",21,7,8,29,,,,,5.0,1.0,5.0,6.0,,2.0,1.0,10,17,,,1.0,,,91.0
14,"Staker, Brent",8,3,6,14,,,,1.0,2.0,1.0,3.0,1.0,1.0,,,7,7,2.0,,2.0,,,67.0
32,"Stiller, Cheynee",8,5,11,19,,,,3.0,2.0,1.0,1.0,4.0,,2.0,,4,16,,,1.0,,,81.0
Totals,Totals,200,88,143,343,14.0,8.0,35.0,59.0,39.0,50.0,43.0,51.0,23.0,18.0,3.0,145,194,10.0,8.0,54.0,3.0,10.0,
Opposition,Opposition,184,60,167,351,13.0,16.0,46.0,59.0,30.0,57.0,43.0,41.0,18.0,23.0,3.0,155,205,6.0,14.0,48.0,7.0,8.0,
