Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
12,"Cook, James",22y 168d,30 (17-0-13 56.67%),40 (1.33),5 (1-0-4 20.00%),5 (1.00)
26,"Cox, Simon",19y 150d,5 (0-0-5 0.00%),3 (0.60),←,
16,"Croft, Matthew",23y 118d,42 (22-2-18 54.76%),18 (0.43),←,
11,"Curley, Todd",23y 161d,15 (4-1-10 30.00%),17 (1.13),12 (2-1-9 20.83%),16 (1.33)
14,"Darcy, Luke",20y 347d,14 (3-1-10 25.00%),6 (0.43),←,
28,"Dimattina, Paul",21y 214d,6 (2-0-4 33.33%),,←,
32,"Ellis, Craig",21y 19d,16 (6-0-10 37.50%),,←,
3,"Grant, Chris",23y 193d,134 (67-3-64 51.12%),269 (2.01),←,
37,"Hargraves, Daniel",20y 151d,24 (10-0-14 41.67%),39 (1.63),←,
10,"Hunter, Mark",30y 294d,125 (60-3-62 49.20%),9 (0.07),←,
6,"Johnson, Brad",19y 341d,42 (16-2-24 40.48%),23 (0.55),←,
4,"Kellett, Nigel",26y 188d,87 (43-2-42 50.57%),40 (0.46),←,
39,"Liberatore, Tony",30y 133d,163 (85-3-75 53.07%),80 (0.49),←,
22,"Quill, Peter",26y 305d,54 (28-2-24 53.70%),17 (0.31),←,
5,"Smith, Rohan",23y 23d,65 (32-2-31 50.77%),32 (0.49),←,
8,"Southern, Daniel",21y 174d,44 (20-1-23 46.59%),8 (0.18),←,
24,"Wallis, Stephen",31y 240d,251 (127-4-120 51.39%),57 (0.23),←,
25,"Watts, Jason",24y 330d,42 (19-1-22 46.43%),31 (0.74),←,
7,"West, Scott",21y 222d,72 (34-1-37 47.92%),36 (0.50),←,
45,"Wira, Brad",24y 99d,12 (2-1-9 20.83%),,11 (2-1-8 22.73%),
15,"Wynd, Scott",26y 150d,137 (66-3-68 49.27%),24 (0.18),←,
Totals,Totals,24y 0d,1380 (663-32-685 48.04%),749 (0.54),,
C,"Joyce, Alan",53y 246d,150 (92-2-56 62.00%),,57 (25-2-30 45.61%),
