Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Bannister, Jordan",6,3,2,8,,,,1.0,1.0,,1.0,,1.0,,,3.0,5.0,,,1.0,,,49.0
40,"Bentick, Adam",3,1,2,5,,,,2.0,,,1.0,,,,,2.0,3.0,,,,,,42.0
19,"Betts, Eddie",7,3,7,14,,,,2.0,,2.0,,,,,,7.0,4.0,1.0,,,1.0,,92.0
44,"Carrazzo, Andrew",13,10,7,20,,,,,3.0,1.0,,3.0,,,,4.0,16.0,,,3.0,1.0,,89.0
25,"Fevola, Brendan",15,6,2,17,3,4.0,1.0,3.0,,3.0,,5.0,,2.0,,4.0,9.0,1.0,2.0,1.0,2.0,,100.0
14,"Fisher, Brad",7,7,3,10,1,1.0,,1.0,2.0,,,,,,,,8.0,,2.0,1.0,,,79.0
11,"French, Barnaby",2,1,4,6,,,19.0,2.0,,1.0,3.0,,,,,3.0,3.0,,,3.0,,1.0,49.0
33,"Houlihan, Ryan",19,4,4,23,1,1.0,,5.0,2.0,5.0,4.0,2.0,1.0,,,10.0,12.0,,1.0,,,,90.0
5,"Kennedy, Josh",3,2,,3,,,,1.0,,3.0,,3.0,1.0,1.0,,1.0,2.0,,,,,,41.0
43,"Koutoufides, Anthony",11,6,6,17,,,1.0,5.0,1.0,4.0,2.0,,,,,6.0,11.0,1.0,1.0,3.0,,,90.0
12,"Lappin, Matthew",10,7,7,17,,2.0,,4.0,2.0,,1.0,2.0,4.0,,,8.0,12.0,,1.0,1.0,1.0,,86.0
10,"McLaren, Dylan",5,2,2,7,,1.0,14.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,,6.0,1.0,1.0,,3.0,,,62.0
3,"Murphy, Marc",8,4,6,14,,,,,,3.0,,,3.0,,,8.0,7.0,,,1.0,,,85.0
9,"Saddington, Jason",5,2,2,7,,,,,,,,2.0,,,,,6.0,,,3.0,,,66.0
29,"Scotland, Heath",15,9,11,26,,,,1.0,5.0,2.0,1.0,2.0,,,,9.0,16.0,1.0,,1.0,,,100.0
6,"Simpson, Kade",12,4,6,18,,,,3.0,4.0,2.0,,2.0,1.0,1.0,,5.0,13.0,1.0,,1.0,3.0,,100.0
24,"Stevens, Nick",20,4,7,27,1,,,4.0,,8.0,9.0,4.0,1.0,,,13.0,12.0,1.0,,,2.0,,99.0
32,"Thornton, Bret",10,8,8,18,,,,,9.0,1.0,1.0,1.0,,1.0,,6.0,13.0,1.0,,4.0,2.0,,100.0
30,"Waite, Jarrad",8,3,6,14,1,1.0,,4.0,2.0,3.0,2.0,3.0,,2.0,,5.0,7.0,,,3.0,2.0,2.0,95.0
1,"Walker, Andrew",10,,1,11,1,1.0,,1.0,1.0,1.0,1.0,3.0,,1.0,,4.0,7.0,,,4.0,,1.0,100.0
8,"Whitnall, Lance",16,17,10,26,1,,1.0,1.0,5.0,3.0,2.0,1.0,1.0,,1.0,8.0,18.0,5.0,,6.0,1.0,,100.0
34,"Wiggins, Simon",9,8,6,15,,,,3.0,1.0,4.0,,3.0,,2.0,,4.0,10.0,1.0,,5.0,,1.0,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,214,111,109,323,9,12.0,36.0,46.0,39.0,47.0,31.0,39.0,15.0,11.0,1.0,116.0,195.0,14.0,7.0,44.0,15.0,5.0,
Opposition,Opposition,245,122,139,384,21,12.0,23.0,49.0,40.0,58.0,29.0,42.0,11.0,15.0,5.0,124.0,246.0,10.0,20.0,58.0,22.0,12.0,
