North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
44,"Brayshaw, Mark",26y 100d,30 (18-0-12 60.00%),2 (0.07),←,
14,"Buckley, Ben",24y 321d,56 (23-0-33 41.07%),14 (0.25),←,
18,"Carey, Wayne",20y 354d,47 (24-0-23 51.06%),79 (1.68),←,
23,"Clarkson, Alastair",24y 18d,56 (24-2-30 44.64%),53 (0.95),←,
27,"Crocker, Darren",25y 50d,89 (41-1-47 46.63%),51 (0.57),←,
5,"Dennis, Richard",25y 289d,65 (42-0-23 64.62%),44 (0.68),8 (3-0-5 37.50%),4 (0.50)
6,"Fairley, Ian",27y 240d,133 (64-2-67 48.87%),141 (1.06),←,
26,"Ishchenko, Alex",28y 25d,77 (28-0-49 36.36%),27 (0.35),5 (2-0-3 40.00%),2 (0.40)
9,"Larkin, Matthew",27y 270d,155 (79-3-73 51.94%),131 (0.85),←,
35,"Longmire, John",21y 136d,76 (35-1-40 46.71%),240 (3.16),←,
4,"Martyn, Mick",23y 258d,84 (39-1-44 47.02%),9 (0.11),←,
25,"McDonald, Donald",30y 5d,150 (72-3-75 49.00%),159 (1.06),←,
19,"McRae, Dean",23y 185d,74 (32-1-41 43.92%),20 (0.27),←,
3,"Rock, Anthony",21y 229d,47 (23-0-24 48.94%),48 (1.02),←,
36,"Romero, Jose",20y 288d,54 (27-0-27 50.00%),75 (1.39),←,
2,"Schwass, Wayne",23y 170d,69 (32-0-37 46.38%),36 (0.52),←,
24,"Sholl, Craig",24y 137d,51 (27-0-24 52.94%),11 (0.22),←,
15,"Smith, Ross",27y 102d,141 (64-2-75 46.10%),28 (0.20),←,
32,"Smith, Shaun",22y 328d,44 (27-1-16 62.50%),34 (0.77),←,
10,"Stevens, Anthony",20y 318d,33 (15-0-18 45.45%),11 (0.33),←,
Totals,Totals,24y 191d,1531 (736-17-778 48.07%),1213 (0.79),,
C,"Schimmelbusch, Wayne",39y 117d,52 (27-0-25 51.92%),,←,
