Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
11,"Anderson, Greg",25y 340d,88 (57-0-31 64.77%),51 (0.58),←,
31,"Bailey, Dean",25y 91d,50 (33-1-16 67.00%),19 (0.38),←,
8,"Bewick, Darren",24y 241d,79 (49-0-30 62.03%),123 (1.56),←,
7,"Daniher, Chris",26y 18d,25 (14-0-11 56.00%),9 (0.36),←,
5,"Daniher, Terry",34y 247d,307 (188-3-116 61.73%),463 (1.51),288 (178-2-108 62.15%),441 (1.53)
38,"Denham, Sean",22y 355d,47 (25-0-22 53.19%),23 (0.49),3 (1-0-2 33.33%),2 (0.67)
15,"Ezard, Alan",29y 3d,170 (112-0-58 65.88%),194 (1.14),←,
28,"Flood, David",23y 56d,32 (19-0-13 59.38%),20 (0.63),←,
29,"Grenvold, David",26y 43d,40 (29-0-11 72.50%),7 (0.17),←,
1,"Harvey, Mark",26y 312d,118 (81-0-37 68.64%),155 (1.31),←,
9,"Kickett, Derek",29y 195d,49 (27-0-22 55.10%),48 (0.98),37 (22-0-15 59.46%),36 (0.97)
42,"Kilpatrick, Glenn",19y 233d,1 (1-0-0 100.00%),,←,
13,"Long, Michael",22y 200d,72 (47-0-25 65.28%),52 (0.72),←,
10,"ODonnell, Gary",26y 342d,98 (61-0-37 62.24%),28 (0.29),←,
3,"Salmon, Paul",27y 89d,148 (89-1-58 60.47%),338 (2.28),←,
19,"Somerville, Peter",23y 285d,31 (18-0-13 58.06%),25 (0.81),←,
17,"Sporn, Kieran",25y 234d,51 (32-0-19 62.75%),46 (0.90),←,
26,"Thompson, Mark",28y 151d,133 (86-1-46 65.04%),44 (0.33),←,
21,"Wallis, Dean",22y 235d,43 (22-0-21 51.16%),16 (0.37),←,
4,"Wanganeen, Gavin",18y 305d,22 (10-0-12 45.45%),13 (0.59),←,
Totals,Totals,25y 180d,1604 (1000-6-598 62.34%),1674 (1.04),,
C,"Sheedy, Kevin",44y 116d,266 (175-1-90 65.98%),,←,
