Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Adcock, Jed",2,1,2,4,1,1.0,,1.0,,,,,,,,1.0,3.0,,1.0,,,,52.0
12,"Akermanis, Jason",24,6,7,31,1,2.0,,3.0,,14.0,2.0,4.0,2.0,3.0,1.0,7.0,24.0,,1.0,3.0,,4.0,100.0
20,"Black, Simon",11,,5,16,,2.0,,1.0,,4.0,4.0,2.0,,,,7.0,9.0,,,1.0,,,96.0
36,"Bradshaw, Daniel",2,2,5,7,,,11.0,1.0,,1.0,1.0,2.0,,2.0,,4.0,3.0,1.0,,1.0,,,90.0
17,"Brennan, Jared",1,4,6,7,,,2.0,1.0,,,,1.0,,,,3.0,4.0,2.0,,2.0,,,51.0
30,"Copeland, Robert",6,4,6,12,,,1.0,1.0,8.0,,1.0,3.0,,,,3.0,8.0,1.0,,9.0,1.0,,100.0
18,"Corrie, Anthony",7,6,10,17,,,,4.0,4.0,,2.0,1.0,1.0,1.0,,6.0,11.0,,,,2.0,,80.0
14,"Hadley, Richard",4,2,6,10,,,,,1.0,,2.0,,,,,5.0,5.0,,,1.0,,,75.0
32,"Hart, Shaun",11,2,8,19,,,,1.0,1.0,3.0,3.0,4.0,,3.0,,7.0,10.0,,,1.0,1.0,1.0,83.0
2,"Johnson, Chris",4,3,4,8,1,,,,6.0,1.0,,3.0,,1.0,,3.0,5.0,,,2.0,,,100.0
27,"Keating, Clark",,,,,,,6.0,,,,,,,,,,,,,1.0,,,13.0
44,"Lappin, Nigel",13,1,8,21,,,,5.0,2.0,4.0,3.0,2.0,1.0,,,8.0,13.0,,,2.0,,,100.0
23,"Leppitsch, Justin",7,6,5,12,,,,4.0,2.0,,,2.0,1.0,2.0,,6.0,5.0,1.0,,3.0,,,100.0
9,"McGrath, Ashley",11,3,2,13,,,,1.0,7.0,,,3.0,2.0,2.0,,4.0,5.0,,,5.0,2.0,,92.0
15,"Michael, Mal",1,1,2,3,,,1.0,1.0,,,,,,,,1.0,2.0,,,2.0,,,20.0
8,"Notting, Tim",3,2,8,11,,1.0,,,1.0,3.0,1.0,2.0,1.0,,,4.0,7.0,,,,,,88.0
13,"Pike, Martin",9,6,7,16,3,1.0,,1.0,,5.0,2.0,,,,,4.0,12.0,,3.0,1.0,,,94.0
6,"Power, Luke",20,4,9,29,3,2.0,,5.0,3.0,4.0,5.0,11.0,,1.0,,12.0,17.0,,1.0,3.0,,1.0,100.0
37,"Pratt, Daniel",4,2,4,8,1,,,1.0,1.0,1.0,,,,,,6.0,2.0,1.0,,3.0,,,82.0
5,"Scott, Brad",9,4,8,17,,,,2.0,3.0,,1.0,1.0,,,,8.0,10.0,,,1.0,5.0,,100.0
34,"Shattock, Aaron",6,3,5,11,,,,2.0,2.0,,,3.0,,1.0,,4.0,6.0,,,3.0,3.0,,100.0
3,"Voss, Michael",7,3,10,17,1,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,,7.0,11.0,,3.0,,,1.0,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,162,65,127,289,11,12.0,22.0,36.0,42.0,42.0,29.0,46.0,9.0,16.0,1.0,110.0,172.0,6.0,9.0,44.0,14.0,7.0,
Opposition,Opposition,211,94,148,359,20,17.0,47.0,52.0,30.0,63.0,43.0,36.0,16.0,9.0,5.0,140.0,211.0,15.0,22.0,44.0,10.0,11.0,
