Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Ash, Lachie",9,2.0,7,16,,,,8.0,1.0,4.0,,4.0,,2.0,,7.0,8,,,1.0,,,81.0
32,"Briggs, Kieren",6,1.0,3,9,,,20.0,9.0,2.0,1.0,5.0,2.0,2.0,2.0,,9.0,1,1.0,,3.0,,,69.0
46,"Brown, Callum",4,2.0,2,6,2.0,,,1.0,,2.0,,1.0,,1.0,,4.0,2,1.0,1.0,,,,71.0
5,"Bruhn, Tanner",8,4.0,4,12,1.0,,,5.0,,3.0,,1.0,1.0,,,2.0,10,,,2.0,,1.0,63.0
21,"Buntine, Matt",3,,3,6,1.0,1.0,,2.0,,,,2.0,2.0,1.0,,5.0,1,,,1.0,,,78.0
13,"Cumming, Isaac",26,4.0,8,34,,1.0,,3.0,18.0,3.0,1.0,2.0,,1.0,2.0,9.0,13,2.0,,1.0,,,84.0
16 ↓,"Daniels, Brent",3,1.0,8,11,,,,4.0,,2.0,3.0,3.0,,,,4.0,7,,,2.0,,1.0,59.0
24,"de Boer, Matt",8,4.0,9,17,,,,2.0,,2.0,2.0,3.0,,,,8.0,10,1.0,,2.0,,,85.0
4,"Greene, Toby",13,1.0,3,16,4.0,1.0,1.0,1.0,,4.0,1.0,2.0,3.0,1.0,,12.0,6,,,2.0,,,90.0
19,"Haynes, Nick",12,6.0,7,19,,,,1.0,3.0,2.0,1.0,3.0,1.0,,,6.0,14,1.0,,2.0,,,83.0
27,"Himmelberg, Harry",8,6.0,10,18,2.0,1.0,,1.0,,1.0,,6.0,1.0,3.0,,7.0,12,1.0,3.0,,,2.0,90.0
39,"Idun, Connor",8,4.0,5,13,,,,2.0,2.0,2.0,,,1.0,,,5.0,10,,,7.0,,,81.0
33,"OHalloran, Xavier",8,2.0,7,15,,1.0,,1.0,2.0,2.0,2.0,1.0,,,,6.0,8,,,3.0,,,79.0
45,"Peatling, James",8,4.0,3,11,,,,1.0,3.0,,,3.0,1.0,1.0,,1.0,10,,,2.0,1.0,,82.0
36,"Perryman, Harry",12,3.0,7,19,,1.0,,3.0,3.0,2.0,1.0,3.0,,,,12.0,8,1.0,,3.0,,1.0,81.0
26,"Riccardi, Jake",4,3.0,5,9,,,2.0,1.0,,2.0,1.0,2.0,1.0,1.0,,5.0,5,,,1.0,,1.0,84.0
34 ↑,"Shipley, Nick",1,1.0,1,2,,,,,,1.0,,,,,,,3,,,,,,22.0
28,"Sproule, Zach",7,4.0,4,11,1.0,,3.0,7.0,,3.0,1.0,1.0,1.0,1.0,,7.0,6,1.0,1.0,4.0,,,83.0
42,"Stein, Jake",1,,1,2,,,,3.0,1.0,,,3.0,,1.0,,2.0,1,,,6.0,,,88.0
14,"Taranto, Tim",12,3.0,22,34,2.0,,,9.0,,1.0,5.0,10.0,1.0,2.0,3.0,13.0,21,,,3.0,,,87.0
15,"Taylor, Sam",12,12.0,9,21,,,,3.0,10.0,,,1.0,1.0,,,11.0,12,2.0,,5.0,,,98.0
8,"Ward, Callan",11,2.0,13,24,,,,3.0,3.0,3.0,7.0,7.0,,3.0,,11.0,13,,,3.0,,,78.0
6,"Whitfield, Lachie",23,5.0,11,34,,,,1.0,8.0,3.0,2.0,3.0,2.0,,1.0,8.0,21,,,3.0,2.0,,84.0
Totals,Totals,207,74.0,152,359,13.0,6.0,26.0,71.0,56.0,43.0,32.0,63.0,18.0,20.0,6.0,154.0,202,11.0,5.0,56.0,3.0,6.0,
Opposition,Opposition,223,103.0,121,344,8.0,17.0,49.0,77.0,29.0,64.0,39.0,51.0,20.0,18.0,,136.0,204,14.0,12.0,37.0,4.0,6.0,
