Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
20,"Ablett, Luke",24y 144d,81 (50-0-31 61.73%),20 (0.25),←,
21,"Barry, Leo",29y 331d,199 (117-0-82 58.79%),51 (0.26),←,
6,"Bolton, Craig",26y 319d,130 (81-0-49 62.31%),21 (0.16),101 (64-0-37 63.37%),11 (0.11)
24,"Bolton, Jude",27y 31d,167 (93-1-73 55.99%),81 (0.49),←,
32,"Buchanan, Amon",24y 187d,75 (46-0-29 61.33%),35 (0.47),←,
26,"Dempster, Sean",23y 85d,43 (29-0-14 67.44%),6 (0.14),←,
10,"Everitt, Peter",32y 347d,255 (95-2-158 37.65%),370 (1.45),3 (2-0-1 66.67%),3 (1.00)
12,"Fosdike, Nic",27y 48d,143 (78-1-64 54.90%),60 (0.42),←,
37,"Goodes, Adam",27y 97d,189 (105-1-83 55.82%),192 (1.02),←,
39,"Grundy, Heath",20y 317d,8 (7-0-1 87.50%),9 (1.13),←,
1,"Hall, Barry",30y 66d,207 (105-2-100 51.21%),501 (2.42),119 (71-1-47 60.08%),357 (3.00)
16,"Jolly, Darren",25y 160d,100 (55-0-45 55.00%),24 (0.24),52 (35-0-17 67.31%),13 (0.25)
17,"Kennelly, Tadhg",25y 288d,126 (78-0-48 61.90%),29 (0.23),←,
31,"Kirk, Brett",30y 172d,151 (87-1-63 57.95%),60 (0.40),←,
9,"Malceski, Nick",22y 243d,25 (21-0-4 84.00%),12 (0.48),←,
4,"Mathews, Ben",28y 137d,176 (98-1-77 55.97%),37 (0.21),←,
3,"McVeigh, Jarrad",22y 8d,61 (38-0-23 62.30%),31 (0.51),←,
5,"OKeefe, Ryan",26y 81d,121 (73-0-48 60.33%),134 (1.11),←,
19,"OLoughlin, Michael",30y 54d,250 (145-2-103 58.40%),427 (1.71),←,
25,"Richards, Ted",24y 94d,59 (36-0-23 61.02%),23 (0.39),26 (17-0-9 65.38%),4 (0.15)
36,"Schmidt, Tim",21y 32d,4 (4-0-0 100.00%),3 (0.75),←,
13,"Schneider, Adam",22y 338d,79 (50-0-29 63.29%),73 (0.92),←,
Totals,Totals,26y 30d,2649 (1491-11-1147 56.29%),2199 (0.83),,
C,"Roos, Paul",43y 292d,112 (71-0-41 63.39%),,←,
