Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Bowden, Joel",28y 325d,220 (95-0-125 43.18%),153 (0.70),←,
3,"Deledio, Brett",20y 24d,50 (21-0-29 42.00%),22 (0.44),←,
41,"Foley, Nathan",21y 246d,34 (12-0-22 35.29%),5 (0.15),←,
43,"Howat, Cameron",22y 102d,9 (3-0-6 33.33%),5 (0.56),←,
34,"Hughes, Cleve",20y 117d,6 (2-0-4 33.33%),9 (1.50),←,
31,"Hyde, Chris",24y 276d,76 (21-0-55 27.63%),27 (0.36),←,
17,"Johnson, Kane",29y 58d,187 (82-0-105 43.85%),68 (0.36),83 (27-0-56 32.53%),24 (0.29)
46,"King, Jake",23y 47d,4 (0-0-4 0.00%),,←,
27,"Krakouer, Andrew",24y 97d,98 (33-0-65 33.67%),99 (1.01),←,
38,"McGuane, Luke",20y 89d,9 (0-0-9 0.00%),,←,
1,"Newman, Chris",24y 359d,96 (31-0-65 32.29%),10 (0.10),←,
29,"Oakley-Nicholls, Jarrad",19y 92d,7 (2-0-5 28.57%),,←,
26,"Pattison, Adam",21y 68d,21 (10-0-11 47.62%),3 (0.14),←,
15,"Pettifer, Kayne",25y 110d,88 (35-0-53 39.77%),95 (1.08),←,
6,"Polak, Graham",22y 330d,80 (40-0-40 50.00%),13 (0.16),7 (0-0-7 0.00%),4 (0.57)
14,"Polo, Dean",20y 280d,22 (9-0-13 40.91%),6 (0.27),←,
4,"Raines, Andrew",21y 65d,36 (14-0-22 38.89%),1 (0.03),←,
12,"Richardson, Matthew",32y 54d,241 (103-0-138 42.74%),705 (2.93),←,
25,"Schulz, Jay",22y 24d,44 (13-0-31 29.55%),42 (0.95),←,
32,"Tivendale, Greg",28y 23d,172 (69-0-103 40.12%),115 (0.67),←,
21,"Tuck, Shane",25y 139d,54 (21-0-33 38.89%),27 (0.50),←,
35,"White, Matt",20y 27d,13 (5-0-8 38.46%),3 (0.23),←,
Totals,Totals,23y 201d,1567 (621-0-946 39.63%),1408 (0.90),,
C,"Wallace, Terry",48y 150d,199 (100-2-97 50.75%),,51 (21-0-30 41.18%),
