Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Allan, Ben",18,2,10,28,,,,,,,,,2.0,1.0,,,,,,,,,
29,"Baxter, Darren",2,1,1,3,,,,1.0,,,,,1.0,2.0,,,,,,,,,
5,"Collins, Andrew",8,2,6,14,,,,2.0,,,,,,,,,,,,,,,
3,"Condon, Anthony",11,6,15,26,,,1.0,2.0,,,,,2.0,2.0,,,,,,,,,
9,"Crawford, Shane",15,5,7,22,2,,,,,,,,2.0,2.0,,,,,,,,,
13,"Dear, Paul",6,3,8,14,,,1.0,,,,,,1.0,4.0,,,,,,,,,
19,"Dunstall, Jason",14,13,4,18,10,1.0,,2.0,,,,,,1.0,3.0,,,,,,,,
16,"Gowers, Andrew",13,10,12,25,1,,,1.0,,,,,,1.0,,,,,,,,,
34,"Graham, Mark",5,2,4,9,,,,3.0,,,,,1.0,,,,,,,,,,
22,"Hargreaves, Tim",7,3,1,8,2,,,1.0,,,,,,4.0,,,,,,,,,
17,"Hudson, Paul",7,5,1,8,1,,,1.0,,,,,,,,,,,,,,,
11,"Jarman, Darren",13,2,9,22,,,,2.0,,,,,,1.0,,,,,,,,,
1,"Jencke, Ray",11,5,6,17,1,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,
24,"Langford, Chris",5,,6,11,,,,,,,,,1.0,,1.0,,,,,,,,
12,"Lawrence, Stephen",8,7,7,15,,1.0,13.0,,,,,,2.0,2.0,,,,,,,,,
20,"Maginness, Scott",13,6,7,20,,,,,,,,,1.0,1.0,,,,,,,,,
44,"Platten, John",11,3,10,21,,,,3.0,,,,,1.0,3.0,2.0,,,,,,,,
18,"Pritchard, Darrin",16,2,9,25,,,,1.0,,,,,2.0,,,,,,,,,,
38,"Tallis, Rayden",2,3,2,4,1,,,3.0,,,,,,1.0,,,,,,,,,
25,"Taylor, Jason",15,14,11,26,2,,,2.0,,,,,1.0,3.0,,,,,,,,,
33,"Young, Matthew",6,,1,7,,,,,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,206,94,137,343,20,5.0,15.0,25.0,,,,,18.0,30.0,6.0,,,,,,,,
Opposition,Opposition,189,63,90,279,8,13.0,16.0,29.0,,,,,30.0,18.0,,,,,,,,,
