Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
37,"Austin, Matt",20y 152d,6 (5-0-1 83.33%),2 (0.33),←,
20,"Black, Simon",30y 148d,254 (151-4-99 60.24%),153 (0.60),←,
17,"Brennan, Jared",25y 32d,99 (49-3-47 51.01%),66 (0.67),←,
16,"Brown, Jonathan",27y 304d,182 (115-3-64 64.01%),416 (2.29),←,
1,"Clark, Mitch",21y 314d,44 (21-2-21 50.00%),25 (0.57),←,
39,"Drummond, Josh",26y 132d,64 (31-2-31 50.00%),26 (0.41),←,
5,"Harding, Scott",23y 71d,47 (25-3-19 56.38%),15 (0.32),←,
12,"Hawksley, James",20y 205d,9 (4-1-4 50.00%),,←,
14,"Henderson, Lachie",19y 258d,15 (8-0-7 53.33%),3 (0.20),←,
4,"Johnstone, Travis",29y 43d,192 (94-1-97 49.22%),132 (0.69),32 (16-0-16 50.00%),21 (0.66)
26,"Macdonald, Joel",24y 323d,80 (45-1-34 56.88%),6 (0.08),←,
9,"McGrath, Ashley",26y 101d,135 (75-2-58 56.30%),105 (0.78),←,
24,"Patfull, Joel",24y 265d,76 (35-3-38 48.03%),19 (0.25),←,
31,"Polkinghorne, James",20y 220d,22 (13-1-8 61.36%),15 (0.68),←,
6,"Power, Luke",29y 233d,239 (140-3-96 59.21%),198 (0.83),←,
30,"Redden, Jack",18y 263d,8 (5-1-2 68.75%),4 (0.50),←,
10,"Rich, Daniel",19y 83d,22 (13-1-8 61.36%),13 (0.59),←,
35,"Rischitelli, Michael",23y 233d,87 (41-3-43 48.85%),40 (0.46),←,
29,"Roe, Jason",25y 169d,49 (22-1-26 45.92%),7 (0.14),←,
3,"Sheldon, Sam",20y 174d,17 (11-1-5 67.65%),1 (0.06),←,
11,"Sherman, Justin",22y 215d,95 (41-3-51 44.74%),71 (0.75),←,
32,"Stiller, Cheynee",23y 118d,66 (29-3-34 46.21%),17 (0.26),←,
Totals,Totals,23y 301d,1808 (973-42-793 53.82%),1334 (0.74),,
C,"Voss, Michael",34y 53d,22 (13-1-8 61.36%),,←,
