Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
6,"Barnes, John",27y 330d,116 (67-2-47 58.62%),49 (0.42),104 (61-1-42 59.13%),37 (0.36)
30,"Biddiscombe, Craig",20y 218d,17 (10-1-6 61.76%),2 (0.12),←,
16,"Brownless, Bill",30y 89d,192 (113-2-77 59.38%),436 (2.27),←,
8,"Burns, Ronnie",24y 45d,26 (15-1-10 59.62%),43 (1.65),←,
2,"Colbert, Leigh",21y 324d,70 (46-1-23 66.43%),28 (0.40),←,
36,"Graham, Ben",23y 176d,54 (37-0-17 68.52%),5 (0.09),←,
19,"Hall, Derek",26y 149d,41 (25-1-15 62.20%),40 (0.98),39 (23-1-15 60.26%),37 (0.95)
32,"Hocking, Garry",28y 201d,190 (111-2-77 58.95%),172 (0.91),←,
3,"Houlihan, Adam",19y 21d,2 (2-0-0 100.00%),3 (1.50),←,
13,"Kilpatrick, Glenn",24y 241d,42 (23-0-19 54.76%),6 (0.14),16 (9-0-7 56.25%),2 (0.13)
21,"Mansfield, Michael",25y 262d,122 (73-1-48 60.25%),71 (0.58),←,
17,"McGrath, Tim",26y 202d,126 (81-1-44 64.68%),11 (0.09),119 (77-1-41 65.13%),11 (0.09)
28,"McKinnon, Martin",21y 296d,49 (24-1-24 50.00%),20 (0.41),24 (14-1-9 60.42%),13 (0.54)
23,"Pickering, Liam",28y 230d,89 (54-1-34 61.24%),42 (0.47),67 (45-1-21 67.91%),34 (0.51)
15,"Riccardi, Peter",24y 131d,108 (69-1-38 64.35%),111 (1.03),←,
4,"Robbins, Matthew",19y 354d,6 (3-0-3 50.00%),,←,
27,"Sanderson, Brenton",23y 59d,48 (28-1-19 59.38%),11 (0.23),38 (26-1-11 69.74%),6 (0.16)
12,"Sholl, Brad",24y 168d,54 (33-1-20 62.04%),10 (0.19),52 (33-1-18 64.42%),10 (0.19)
20,"Steinfort, Carl",20y 26d,7 (3-0-4 42.86%),3 (0.43),←,
26,"Stoneham, Barry",29y 77d,178 (105-2-71 59.55%),162 (0.91),←,
10,"Tanner, Grant",26y 277d,56 (35-1-20 63.39%),27 (0.48),←,
Totals,Totals,24y 237d,1593 (957-20-616 60.08%),1252 (0.79),,
C,"Ayres, Gary",36y 211d,53 (34-1-18 65.09%),,←,
