Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Atkins, Rory",2,,1,3,,,,1.0,,,,2.0,,2.0,,1.0,3.0,,,,,,26.0
16,"Brown, Luke",14,4,2,16,,,,2.0,6.0,4.0,2.0,4.0,2.0,1.0,,5.0,7.0,,,1.0,,,86.0
20,"Crocker, Ben",7,2,2,9,1,1.0,,3.0,,4.0,1.0,2.0,3.0,,,5.0,4.0,,,1.0,,,85.0
2,"Crouch, Brad",9,1,13,22,,,,6.0,2.0,1.0,5.0,4.0,3.0,1.0,,13.0,9.0,,,,,,82.0
5,"Crouch, Matt",6,1,16,22,,,,3.0,1.0,,5.0,1.0,2.0,,,10.0,13.0,,,1.0,,,71.0
39,"Doedee, Tom",13,8,7,20,,,,2.0,5.0,2.0,,,1.0,,,5.0,13.0,1.0,1.0,2.0,,,90.0
32,"Fogarty, Darcy",4,3,2,6,1,,,4.0,1.0,1.0,,1.0,1.0,,,4.0,1.0,2.0,,1.0,,,91.0
17,"Hamill, Will",4,2,5,9,,,,1.0,1.0,1.0,,2.0,2.0,,,3.0,6.0,,,1.0,,,80.0
1,"Jones, Chayce",4,1,3,7,,,,,,1.0,1.0,4.0,1.0,1.0,,5.0,3.0,,,1.0,,,82.0
28,"Keays, Ben",8,6,4,12,1,1.0,,3.0,2.0,2.0,1.0,2.0,2.0,1.0,,4.0,9.0,,,1.0,,,78.0
8,"Kelly, Jake",2,2,2,4,,,,5.0,,,,1.0,,,,2.0,2.0,,,3.0,,,86.0
29,"Laird, Rory",13,3,12,25,,,,3.0,9.0,,2.0,3.0,1.0,2.0,,6.0,18.0,,,1.0,,,88.0
27,"Lynch, Tom",7,2,7,14,,1.0,,,,3.0,2.0,4.0,1.0,1.0,,4.0,10.0,,,,,2.0,92.0
35,"McAsey, Fischer",5,3,2,7,,,,1.0,2.0,,,2.0,1.0,,,4.0,3.0,,,3.0,,,83.0
25,"McHenry, Ned",,,2,2,,,,4.0,,,,2.0,,2.0,,,2.0,,,,,,83.0
4,"Murphy, Lachlan",2,1,2,4,,,,2.0,,1.0,,2.0,,1.0,,2.0,3.0,,,2.0,,,86.0
43,"OBrien, Reilly",5,3,6,11,,,37.0,6.0,1.0,1.0,,6.0,3.0,2.0,,6.0,6.0,1.0,,3.0,,,88.0
11,"Seedsman, Paul",11,4,4,15,,,,5.0,3.0,2.0,1.0,3.0,,,,4.0,10.0,1.0,,2.0,2.0,,82.0
9,"Sloane, Rory",7,,8,15,,,,1.0,4.0,1.0,4.0,,,,,12.0,4.0,,,3.0,,,86.0
33,"Smith, Brodie",14,5,3,17,,,,2.0,5.0,2.0,1.0,,2.0,,,6.0,10.0,,,1.0,,,81.0
12,"Talia, Daniel",4,3,,4,,,,1.0,1.0,,,1.0,1.0,1.0,,2.0,3.0,,,4.0,,,88.0
13,"Walker, Taylor",4,2,2,6,1,,2.0,1.0,,2.0,,,,,,2.0,4.0,,1.0,1.0,,,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,145,56,105,250,4,5.0,39.0,56.0,43.0,28.0,25.0,46.0,26.0,15.0,,105.0,143.0,5.0,2.0,32.0,2.0,2.0,
Opposition,Opposition,196,87,124,320,12,10.0,27.0,75.0,24.0,56.0,38.0,61.0,15.0,26.0,6.0,123.0,193.0,11.0,10.0,36.0,4.0,7.0,
