Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Dangerfield, Patrick",15,7,8,23,6,,,2.0,,5.0,1.0,,2.0,,2.0,13.0,10.0,2.0,2.0,2.0,2.0,,87.0
11,"Doughty, Michael",8,3,10,18,,,,2.0,1.0,2.0,1.0,,1.0,,,4.0,12.0,,,6.0,,,87.0
26,"Douglas, Richard",10,2,6,16,1,,,4.0,1.0,5.0,3.0,1.0,1.0,1.0,,8.0,8.0,1.0,,3.0,,,85.0
6,"Gunston, Jack",6,3,10,16,1,1.0,,5.0,2.0,2.0,,,1.0,,,8.0,8.0,,1.0,2.0,,1.0,83.0
45,"Henderson, Ricky",8,6,6,14,2,,,6.0,2.0,3.0,,1.0,1.0,,,4.0,12.0,,,1.0,1.0,,77.0
24,"Jacobs, Sam",5,8,14,19,,1.0,33.0,2.0,1.0,1.0,3.0,1.0,,1.0,,9.0,11.0,1.0,1.0,6.0,,,76.0
10,"Jaensch, Matthew",11,3,9,20,,,,3.0,4.0,,,1.0,,,,3.0,16.0,,,5.0,3.0,,93.0
18,"Johncock, Graham",21,7,10,31,,,,2.0,4.0,2.0,,2.0,1.0,1.0,,10.0,20.0,,,4.0,1.0,,88.0
21,"Knights, Chris",14,5,10,24,2,1.0,,6.0,,7.0,1.0,1.0,2.0,,,6.0,17.0,1.0,,,2.0,1.0,89.0
35,"McKernan, Shaun",7,3,,7,2,,6.0,1.0,,1.0,,2.0,2.0,2.0,,3.0,5.0,1.0,2.0,2.0,,,76.0
3,"Reilly, Brent",14,5,15,29,1,1.0,1.0,7.0,1.0,3.0,5.0,1.0,3.0,,,12.0,17.0,1.0,,,,1.0,72.0
25,"Rutten, Ben",7,6,12,19,,,,2.0,5.0,,,1.0,,,,2.0,17.0,1.0,,7.0,1.0,,100.0
46 ↓,"Schmidt, Chris",5,3,10,15,,,,2.0,,2.0,1.0,,,,,5.0,10.0,,,3.0,2.0,,53.0
29,"Sellar, James",8,6,5,13,,,,,2.0,,,3.0,,1.0,,2.0,11.0,1.0,,6.0,1.0,,97.0
9,"Sloane, Rory",16,7,8,24,,1.0,1.0,6.0,2.0,4.0,4.0,6.0,,3.0,,14.0,12.0,1.0,2.0,2.0,1.0,3.0,82.0
33 ↑,"Smith, Brodie",3,1,1,4,,,,,1.0,,,1.0,,1.0,,1.0,4.0,,,,,,24.0
1,"Tambling, Richard",5,5,13,18,,,1.0,3.0,4.0,1.0,1.0,1.0,,1.0,,3.0,15.0,,,1.0,1.0,,84.0
28,"Thompson, Luke",4,4,5,9,1,,,1.0,,4.0,,,1.0,,,2.0,8.0,,,7.0,3.0,,96.0
5,"Thompson, Scott",11,9,23,34,1,1.0,,6.0,2.0,3.0,4.0,3.0,1.0,1.0,,14.0,21.0,3.0,1.0,2.0,,3.0,87.0
4,"Tippett, Kurt",5,1,3,8,1,1.0,8.0,2.0,,1.0,,3.0,2.0,2.0,,5.0,2.0,,,2.0,,,93.0
7,"van Berlo, Nathan",20,11,16,36,,,1.0,2.0,2.0,6.0,3.0,2.0,1.0,1.0,1.0,12.0,24.0,2.0,,1.0,1.0,1.0,81.0
47,"Wright, Matthew",14,5,10,24,2,1.0,,6.0,,4.0,1.0,1.0,2.0,,,16.0,8.0,2.0,2.0,1.0,,,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,217,110,204,421,20,10.0,51.0,70.0,34.0,56.0,28.0,31.0,21.0,15.0,3.0,156.0,268.0,17.0,11.0,63.0,19.0,10.0,
Opposition,Opposition,172,68,184,356,9,19.0,32.0,83.0,32.0,49.0,53.0,48.0,15.0,20.0,3.0,147.0,214.0,12.0,9.0,58.0,14.0,7.0,
