Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Adcock, Jed",9,4,9,18,,,,5.0,1.0,3.0,,1.0,2.0,1.0,,8.0,11.0,,,4.0,1.0,1.0,93.0
8,"Bewick, Rohan",8,4,6,14,3,1.0,,3.0,,5.0,1.0,1.0,2.0,,,4.0,10.0,,1.0,2.0,1.0,2.0,91.0
20,"Black, Simon",8,3,14,22,,1.0,,4.0,1.0,1.0,3.0,1.0,1.0,,,9.0,13.0,,1.0,,,,84.0
16,"Brown, Jonathan",10,8,1,11,1,3.0,,4.0,,3.0,,5.0,,1.0,,3.0,8.0,1.0,3.0,,,,94.0
1,"Docherty, Sam",10,3,5,15,,,,2.0,4.0,1.0,1.0,,,,,3.0,11.0,,,2.0,,1.0,81.0
6 ↑,"Green, Josh",4,1,2,6,1,,,1.0,1.0,1.0,,,1.0,,,4.0,2.0,,,1.0,,1.0,26.0
11,"Hanley, Pearce",16,6,3,19,1,,,,4.0,3.0,2.0,2.0,2.0,,,8.0,10.0,,,1.0,1.0,,91.0
35,"Lester, Ryan",10,6,7,17,,1.0,,4.0,2.0,4.0,3.0,2.0,1.0,,,7.0,12.0,,1.0,1.0,,,78.0
23,"Leuenberger, Matthew",4,2,4,8,,1.0,28.0,2.0,2.0,1.0,4.0,,2.0,,,6.0,2.0,1.0,,2.0,,1.0,75.0
19,"Lisle, Jordan",3,2,6,9,,,,3.0,,,,1.0,,,,4.0,4.0,1.0,,,,,87.0
32,"Mayes, Sam",8,3,2,10,,,,2.0,2.0,2.0,1.0,,,,,4.0,6.0,,,,,,81.0
9 ↓,"McGrath, Ashley",5,2,3,8,,,,2.0,2.0,2.0,,3.0,,2.0,,3.0,4.0,,,2.0,1.0,1.0,58.0
46,"Michael, Sam",,1,4,4,,,,1.0,,,,1.0,,1.0,,1.0,3.0,,,9.0,,,91.0
3,"Moloney, Brent",12,6,5,17,2,,,4.0,1.0,1.0,3.0,5.0,1.0,2.0,,8.0,9.0,,1.0,1.0,,,80.0
24,"Patfull, Joel",11,7,1,12,,,,5.0,5.0,2.0,,1.0,,1.0,,4.0,8.0,3.0,,10.0,,,88.0
31,"Polkinghorne, James",7,3,9,16,1,1.0,,,,3.0,3.0,1.0,,,,6.0,10.0,1.0,2.0,4.0,3.0,,89.0
29,"Raines, Andrew",6,2,8,14,,1.0,,2.0,,1.0,3.0,4.0,,2.0,,4.0,10.0,,,2.0,,1.0,80.0
30,"Redden, Jack",9,5,10,19,1,,,7.0,,4.0,3.0,1.0,,1.0,,5.0,13.0,,1.0,,,1.0,93.0
38,"Rockliff, Tom",12,5,7,19,1,1.0,,,1.0,2.0,4.0,3.0,1.0,2.0,,7.0,13.0,1.0,1.0,,,,82.0
14,"Staker, Brent",12,6,5,17,1,,,1.0,4.0,1.0,2.0,2.0,,1.0,,8.0,10.0,,,4.0,,,85.0
26,"Yeo, Elliot",10,5,1,11,,,,2.0,7.0,1.0,,1.0,,1.0,,4.0,9.0,,,3.0,2.0,,90.0
15,"Zorko, Dayne",2,2,6,8,,1.0,,5.0,1.0,2.0,1.0,,1.0,,,3.0,5.0,,1.0,2.0,2.0,,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,176,86,118,294,12,13.0,28.0,59.0,38.0,43.0,34.0,35.0,14.0,15.0,,113.0,183.0,8.0,12.0,50.0,11.0,9.0,
Opposition,Opposition,218,102,126,344,13,20.0,49.0,39.0,27.0,58.0,41.0,40.0,15.0,13.0,6.0,153.0,189.0,16.0,19.0,47.0,8.0,8.0,
