Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",23y 244d,89 (43-2-44 49.44%),51 (0.57),←,
38,"Barrow, Gary",22y 218d,2 (2-0-0 100.00%),,←,
35,"Baxter, Darren",27y 157d,125 (61-3-61 50.00%),26 (0.21),←,
6,"Campbell, Tony",25y 10d,96 (54-0-42 56.25%),63 (0.66),21 (15-0-6 71.43%),2 (0.10)
20,"Coleman, Glenn",31y 202d,186 (102-2-82 55.38%),115 (0.62),61 (34-1-26 56.56%),51 (0.84)
11,"Corcoran, Shannon",21y 183d,12 (7-0-5 58.33%),,←,
26,"Del-Re, Danny",24y 193d,41 (24-1-16 59.76%),86 (2.10),←,
29,"Grant, Chris",19y 254d,55 (31-1-23 57.27%),108 (1.96),←,
7,"Hawkins, Doug",32y 110d,284 (119-4-161 42.61%),192 (0.68),←,
4,"Kellett, Nigel",22y 249d,33 (18-0-15 54.55%),12 (0.36),←,
46,"Kretiuk, Steven",20y 50d,9 (6-0-3 66.67%),3 (0.33),←,
39,"Liberatore, Tony",26y 194d,80 (46-1-33 58.13%),47 (0.59),←,
27,"Macpherson, Stephen",27y 265d,158 (78-3-77 50.32%),143 (0.91),←,
25,"Mansfield, Matthew",23y 60d,20 (14-0-6 70.00%),4 (0.20),←,
2,"Reynolds, Keenan",23y 229d,38 (22-0-16 57.89%),5 (0.13),←,
33,"Royal, Brian",30y 255d,188 (100-2-86 53.72%),276 (1.47),←,
17,"Standfield, Barry",22y 192d,28 (17-0-11 60.71%),9 (0.32),←,
8,"Toohey, Bernard",29y 187d,242 (124-1-117 51.45%),112 (0.46),19 (14-0-5 73.68%),1 (0.05)
24,"Wallis, Stephen",27y 301d,197 (104-2-91 53.30%),49 (0.25),←,
15,"Wynd, Scott",22y 211d,76 (38-1-37 50.66%),11 (0.14),←,
Totals,Totals,25y 97d,1959 (1010-23-926 51.56%),1312 (0.67),,
C,"Wheeler, Terry",37y 163d,65 (36-1-28 56.15%),,←,
