North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",27y 50d,152 (79-1-72 52.30%),168 (1.11),←,
5,"Anderson, Stuart",21y 18d,9 (7-0-2 77.78%),2 (0.22),←,
11,"Archer, Glenn",22y 113d,63 (36-0-27 57.14%),32 (0.51),←,
14,"Armstrong, Matt",28y 136d,147 (62-0-85 42.18%),79 (0.54),15 (10-0-5 66.67%),8 (0.53)
1,"Barnett, John",19y 334d,6 (2-0-4 33.33%),4 (0.67),←,
12,"Blakey, John",28y 356d,191 (86-0-105 45.03%),53 (0.28),56 (34-0-22 60.71%),15 (0.27)
16,"Capuano, Mathew",19y 316d,18 (11-0-7 61.11%),6 (0.33),←,
18,"Carey, Wayne",24y 49d,113 (64-0-49 56.64%),282 (2.50),←,
7,"Laidley, Dani",28y 110d,107 (63-1-43 59.35%),12 (0.11),55 (34-0-21 61.82%),1 (0.02)
35,"Longmire, John",24y 196d,145 (72-1-72 50.00%),465 (3.21),←,
31,"McKernan, Corey",21y 208d,37 (24-0-13 64.86%),34 (0.92),←,
13,"Nichols, Trent",26y 99d,89 (35-1-53 39.89%),87 (0.98),29 (18-0-11 62.07%),38 (1.31)
20,"Reynolds, Keenan",26y 189d,81 (43-0-38 53.09%),37 (0.46),7 (2-0-5 28.57%),2 (0.29)
22,"Roberts, Mark",30y 17d,132 (60-0-72 45.45%),106 (0.80),55 (34-0-21 61.82%),87 (1.58)
3,"Rock, Anthony",24y 289d,102 (58-0-44 56.86%),88 (0.86),←,
2,"Schwass, Wayne",26y 230d,137 (71-0-66 51.82%),77 (0.56),←,
8,"Scott, Robert",26y 136d,147 (85-1-61 58.16%),174 (1.18),15 (10-0-5 66.67%),10 (0.67)
24,"Sholl, Craig",27y 197d,121 (66-0-55 54.55%),20 (0.17),←,
15,"Smith, Ross",30y 162d,211 (105-2-104 50.24%),36 (0.17),←,
10,"Stevens, Anthony",24y 13d,102 (56-0-46 54.90%),47 (0.46),←,
36,"Stevens, Mark",19y 263d,6 (5-0-1 83.33%),12 (2.00),←,
Totals,Totals,25y 61d,2116 (1090-7-1019 51.51%),1821 (0.86),,
C,"Pagan, Denis",47y 294d,60 (37-0-23 61.67%),,←,
