Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
46,"Baguley, Mark",26y 82d,25 (13-0-12 52.00%),2 (0.08),←,
2,"Bellchambers, Tom",24y 33d,60 (25-1-34 42.50%),46 (0.77),←,
22,"Carlisle, Jake",21y 314d,46 (24-0-22 52.17%),13 (0.28),←,
29,"Davey, Alwyn",29y 88d,97 (48-1-48 50.00%),118 (1.22),←,
31,"Fletcher, Dustin",38y 96d,378 (222-5-151 59.39%),69 (0.18),←,
9,"Goddard, Brendon",28y 83d,224 (139-3-82 62.72%),121 (0.54),19 (13-0-6 68.42%),17 (0.89)
3,"Gumbleton, Scott",25y 8d,35 (13-0-22 37.14%),45 (1.29),←,
34,"Hardingham, Kyle",24y 344d,54 (25-1-28 47.22%),11 (0.20),←,
21,"Heppell, Dyson",21y 89d,61 (33-1-27 54.92%),14 (0.23),←,
1,"Hibberd, Michael",23y 220d,41 (24-0-17 58.54%),6 (0.15),←,
39,"Hocking, Heath",25y 227d,95 (45-2-48 48.42%),33 (0.35),←,
26,"Hooker, Cale",24y 302d,85 (39-1-45 46.47%),7 (0.08),←,
40,"Howlett, Ben",24y 294d,73 (39-1-33 54.11%),34 (0.47),←,
38,"Kommer, Nick",22y 317d,17 (11-0-6 64.71%),8 (0.47),←,
17,"Melksham, Jake",21y 347d,77 (37-1-39 48.70%),37 (0.48),←,
23,"Myers, David",24y 42d,64 (32-0-32 50.00%),20 (0.31),←,
16,"Pears, Tayte",23y 140d,65 (29-1-35 45.38%),3 (0.05),←,
30,"Ryder, Paddy",25y 150d,147 (67-3-77 46.60%),96 (0.65),←,
5,"Stanton, Brent",27y 102d,200 (85-3-112 43.25%),130 (0.65),←,
4,"Watson, Jobe",28y 184d,170 (74-3-93 44.41%),93 (0.55),←,
8,"Winderlich, Jason",28y 305d,112 (44-1-67 39.73%),68 (0.61),←,
11,"Zaharakis, David",23y 171d,84 (43-1-40 51.79%),72 (0.86),←,
Totals,Totals,25y 229d,2210 (1111-29-1070 50.27%),1046 (0.47),,
C,"Hird, James",40y 188d,64 (35-1-28 55.47%),,←,
