Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
10,"Brogan, Dean",33y 199d,180 (99-1-80 55.28%),50 (0.28),6 (0-0-6 0.00%),
14,"Bugg, Tomas",19y 86d,12 (1-0-11 8.33%),2 (0.17),←,
18,"Cameron, Jeremy",19y 90d,11 (1-0-10 9.09%),22 (2.00),←,
11,"Cornes, Chad",32y 231d,249 (134-1-114 54.02%),175 (0.70),10 (1-0-9 10.00%),
1,"Davis, Phil",21y 305d,31 (12-0-19 38.71%),4 (0.13),13 (1-0-12 7.69%),3 (0.23)
22,"Edwards, Shaun",18y 200d,5 (0-0-5 0.00%),1 (0.20),←,
26,"Giles, Jonathan",24y 174d,12 (1-0-11 8.33%),12 (1.00),←,
35,"Greene, Toby",18y 279d,11 (1-0-10 9.09%),4 (0.36),←,
2,"Hampton, Curtly",19y 112d,8 (0-0-8 0.00%),5 (0.63),←,
40,"Kennedy, Adam",19y 354d,8 (1-0-7 12.50%),,←,
38,"McDonald, James",35y 269d,260 (103-1-156 39.81%),59 (0.23),9 (0-0-9 0.00%),3 (0.33)
39,"Mohr, Tim",23y 255d,12 (1-0-11 8.33%),1 (0.08),←,
7,"Palmer, Rhys",23y 138d,63 (22-0-41 34.92%),28 (0.44),10 (1-0-9 10.00%),5 (0.50)
12,"Patton, Jonathon",19y 41d,3 (0-0-3 0.00%),2 (0.67),←,
6,"Power, Luke",32y 174d,294 (153-3-138 52.55%),226 (0.77),12 (1-0-11 8.33%),
9,"Scully, Tom",21y 46d,43 (14-1-28 33.72%),8 (0.19),12 (1-0-11 8.33%),2 (0.17)
5,"Shiel, Dylan",19y 113d,12 (1-0-11 8.33%),5 (0.42),←,
34,"Smith, Devon",19y 41d,12 (1-0-11 8.33%),3 (0.25),←,
20,"Tomlinson, Adam",18y 325d,6 (0-0-6 0.00%),1 (0.17),←,
17,"Treloar, Adam",19y 113d,10 (1-0-9 10.00%),5 (0.50),←,
8,"Ward, Callan",22y 81d,73 (33-0-40 45.21%),39 (0.53),13 (1-0-12 7.69%),6 (0.46)
16,"Wilson, Nathan",19y 175d,5 (0-0-5 0.00%),4 (0.80),←,
Totals,Totals,22y 289d,1320 (579-7-734 43.86%),656 (0.50),,
C,"Sheedy, Kevin",64y 189d,647 (387-6-254 60.28%),,13 (1-0-12 7.69%),
