Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
13,"Baker, Oskar",25y 317d,36 (18-0-18 50.00%),13 (0.36),21 (12-0-9 57.14%),9 (0.43)
4,"Bontempelli, Marcus",28y 134d,220 (121-0-99 55.00%),207 (0.94),←,
29,"Bramble, Lachlan",25y 353d,34 (11-2-21 35.29%),3 (0.09),4 (2-0-2 50.00%),1 (0.25)
31,"Dale, Bailey",27y 259d,135 (73-0-62 54.07%),78 (0.58),←,
35,"Daniel, Caleb",27y 274d,180 (98-0-82 54.44%),48 (0.27),←,
10,"Darcy, Sam",20y 262d,10 (4-0-6 40.00%),9 (0.90),←,
15,"Duryea, Taylor",32y 348d,194 (127-1-66 65.72%),25 (0.13),76 (45-0-31 59.21%),4 (0.05)
44,"English, Tim",26y 240d,112 (61-0-51 54.46%),65 (0.58),←,
12,"Gallagher, Harvey",20y 193d,4 (2-0-2 50.00%),4 (1.00),←,
39,"Johannisen, Jason",31y 150d,191 (100-0-91 52.36%),75 (0.39),←,
19,"Jones, Liam",33y 42d,183 (69-0-114 37.70%),84 (0.46),88 (39-0-49 44.32%),68 (0.77)
24,"Khamis, Buku",24y 13d,14 (9-0-5 64.29%),7 (0.50),←,
21,"Liberatore, Tom",31y 326d,220 (108-0-112 49.09%),83 (0.38),←,
11,"Macrae, Jack",29y 247d,232 (123-0-109 53.02%),54 (0.23),←,
33,"Naughton, Aaron",24y 128d,127 (70-0-57 55.12%),195 (1.54),←,
20,"Richards, Ed",24y 278d,107 (55-0-52 51.40%),25 (0.23),←,
9,"Sanders, Ryley",19y 76d,4 (2-0-2 50.00%),,←,
1,"Treloar, Adam",31y 28d,235 (106-1-128 45.32%),140 (0.60),62 (36-0-26 58.06%),43 (0.69)
2,"Ugle-Hagan, Jamarra",22y 2d,49 (25-0-24 51.02%),66 (1.35),←,
23,"Vandermeer, Laitham",25y 63d,48 (25-0-23 52.08%),22 (0.46),←,
3,"Weightman, Cody",23y 82d,63 (34-0-29 53.97%),110 (1.75),←,
14,"West, Rhylee",23y 269d,41 (23-0-18 56.10%),25 (0.61),←,
34,"Williams, Bailey",26y 179d,131 (70-0-61 53.44%),30 (0.23),←,
Totals,Totals,26y 138d,2570 (1334-4-1232 51.91%),1368 (0.53),,
C,"Beveridge, Luke",53y 227d,210 (118-0-92 56.19%),,←,
