Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Bowden, Joel",24y 50d,124 (63-0-61 50.81%),118 (0.95),←,
15,"Cameron, Leon",29y 342d,232 (124-3-105 54.09%),92 (0.40),60 (31-0-29 51.67%),24 (0.40)
9,"Campbell, Wayne",29y 321d,244 (113-1-130 46.52%),152 (0.62),←,
6,"Chaffey, Mark",25y 96d,99 (47-0-52 47.47%),23 (0.23),←,
24,"Coughlan, Mark",20y 112d,18 (6-0-12 33.33%),6 (0.33),←,
14,"Fiora, Aaron",21y 113d,37 (21-0-16 56.76%),11 (0.30),←,
2,"Gaspar, Darren",26y 82d,163 (75-0-88 46.01%),15 (0.09),142 (68-0-74 47.89%),14 (0.10)
20,"Hall, Ray",21y 287d,35 (17-0-18 48.57%),13 (0.37),←,
39,"Kellaway, Andrew",26y 260d,100 (49-0-51 49.00%),20 (0.20),←,
3,"Kellaway, Duncan",29y 174d,169 (83-1-85 49.41%),12 (0.07),←,
21,"King, Clinton",24y 139d,76 (35-0-41 46.05%),23 (0.30),45 (25-0-20 55.56%),10 (0.22)
27,"Krakouer, Andrew",19y 187d,14 (5-0-9 35.71%),11 (0.79),←,
34,"Mills, Andrew",21y 53d,10 (8-0-2 80.00%),4 (0.40),←,
35,"Newman, Chris",20y 84d,11 (2-0-9 18.18%),,←,
5,"Ottens, Brad",22y 197d,96 (47-0-49 48.96%),123 (1.28),←,
12,"Richardson, Matthew",27y 144d,154 (75-0-79 48.70%),473 (3.07),←,
18,"Rodan, David",18y 306d,19 (6-0-13 31.58%),15 (0.79),←,
4,"Rogers, Matthew",28y 258d,176 (94-1-81 53.69%),159 (0.90),←,
10,"Stafford, Greg",27y 348d,143 (67-1-75 47.20%),77 (0.54),13 (5-0-8 38.46%),19 (1.46)
32,"Tivendale, Greg",23y 113d,78 (37-0-41 47.44%),60 (0.77),←,
29,"Torney, Jason",25y 55d,115 (58-1-56 50.87%),16 (0.14),←,
36,"Zantuck, Ty",20y 176d,29 (10-0-19 34.48%),6 (0.21),←,
Totals,Totals,24y 111d,2142 (1042-8-1092 48.65%),1429 (0.67),,
C,"Frawley, Danny",38y 336d,66 (33-0-33 50.00%),,←,
