Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
8,"Anderson, Dean",23y 17d,39 (31-0-8 79.49%),43 (1.10),←,
7,"Ayres, Gary",29y 324d,214 (160-1-53 75.00%),54 (0.25),←,
23,"Brereton, Dermott",25y 364d,163 (126-1-36 77.61%),374 (2.29),←,
4,"Collins, Andrew",25y 115d,73 (57-0-16 78.08%),18 (0.25),←,
13,"Dear, Paul",23y 233d,34 (24-0-10 70.59%),29 (0.85),←,
9,"DiPierdomenico, Robert",32y 105d,239 (170-0-69 71.13%),130 (0.54),←,
19,"Dunstall, Jason",26y 4d,124 (101-0-23 81.45%),549 (4.43),←,
6,"Hall, Tony",25y 336d,37 (33-0-4 89.19%),45 (1.22),←,
33,"Hudson, Paul",20y 29d,5 (5-0-0 100.00%),1 (0.20),←,
1,"Jencke, Ray",24y 146d,72 (54-0-18 75.00%),18 (0.25),←,
34,"Kennedy, John",30y 269d,235 (163-1-71 69.57%),206 (0.88),←,
24,"Langford, Chris",27y 228d,166 (129-1-36 78.01%),27 (0.16),←,
12,"Lawrence, Stephen",21y 118d,23 (16-0-7 69.57%),10 (0.43),←,
31,"Madigan, Greg",20y 206d,13 (9-0-4 69.23%),1 (0.08),←,
2,"Mew, Chris",29y 103d,199 (146-1-52 73.62%),19 (0.10),←,
35,"Morrissey, James",25y 318d,60 (47-0-13 78.33%),63 (1.05),←,
44,"Platten, John",27y 154d,111 (87-0-24 78.38%),118 (1.06),←,
18,"Pritchard, Darrin",24y 150d,76 (60-0-16 78.95%),38 (0.50),←,
17,"Tuck, Michael",37y 55d,402 (284-1-117 70.77%),316 (0.79),←,
10,"Wittman, Chris",24y 353d,68 (55-0-13 80.88%),59 (0.87),←,
Totals,Totals,26y 108d,2353 (1757-6-590 74.67%),2118 (0.90),,
C,"Jeans, Allan",56y 331d,551 (351-2-198 63.88%),,218 (158-1-59 72.71%),
