Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
30,"Bayes, Mark",26y 34d,157 (68-2-87 43.95%),118 (0.75),←,
13,"Brunton, Neil",24y 105d,28 (4-1-23 16.07%),4 (0.14),←,
21,"Bryce, Paul",24y 280d,77 (33-2-42 44.16%),32 (0.42),3 (0-0-3 0.00%),3 (1.00)
7,"Carroll, Dennis",32y 162d,218 (97-2-119 44.95%),117 (0.54),←,
12,"Considine, Ed",24y 211d,52 (32-0-20 61.54%),13 (0.25),3 (0-0-3 0.00%),1 (0.33)
28,"Cresswell, Daryn",21y 331d,9 (0-0-9 0.00%),6 (0.67),←,
5,"Daniels, Jayson",22y 58d,77 (25-1-51 33.12%),19 (0.25),3 (0-0-3 0.00%),
6,"Dunkley, Andrew",24y 293d,21 (2-1-18 11.90%),,←,
31,"Holmes, Darren",22y 227d,27 (5-2-20 22.22%),4 (0.15),←,
11,"Kappler, Darren",28y 85d,106 (33-0-73 31.13%),79 (0.75),19 (3-0-16 15.79%),28 (1.47)
14,"Kelly, Paul",23y 264d,55 (11-2-42 21.82%),24 (0.44),←,
1,"Lawson, Jamie",21y 195d,37 (9-2-26 27.03%),23 (0.62),←,
3,"Lewis, Dale",23y 349d,47 (10-2-35 23.40%),50 (1.06),←,
33,"Malakellis, Tony",23y 25d,17 (5-0-12 29.41%),14 (0.82),3 (0-0-3 0.00%),2 (0.67)
4,"McRae, Dean",24y 157d,84 (34-1-49 41.07%),25 (0.30),3 (0-0-3 0.00%),
35,"Murphy, David",30y 238d,147 (61-0-86 41.50%),88 (0.60),←,
44,"Osborne, Richard",28y 306d,190 (80-0-110 42.11%),417 (2.19),3 (0-0-3 0.00%),6 (2.00)
45,"Stafford, Greg",18y 234d,1 (0-0-1 0.00%),,←,
10,"Watters, Scott",24y 83d,49 (30-2-17 63.27%),13 (0.27),3 (0-0-3 0.00%),
9,"Werner, Michael",23y 312d,43 (26-0-17 60.47%),67 (1.56),3 (0-0-3 0.00%),7 (2.33)
Totals,Totals,24y 271d,1442 (565-20-857 39.18%),1113 (0.77),,
C,"Buckenara, Gary",34y 289d,25 (3-1-21 14.00%),,←,
