Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
12,"Ball, Luke",29y 329d,211 (142-1-68 67.54%),86 (0.41),69 (52-1-16 76.09%),28 (0.41)
17,"Beams, Dayne",24y 66d,96 (69-2-25 72.92%),101 (1.05),←,
11,"Blair, Jarryd",24y 5d,85 (63-1-21 74.71%),66 (0.78),←,
32,"Cloke, Travis",27y 45d,201 (129-2-70 64.68%),357 (1.78),←,
19,"Elliott, Jamie",21y 241d,40 (26-0-14 65.00%),49 (1.23),←,
1,"Fasolo, Alex",21y 315d,43 (30-0-13 69.77%),45 (1.05),←,
45,"Frost, Jack",22y 53d,7 (4-0-3 57.14%),,←,
6,"Goldsack, Tyson",26y 332d,109 (72-0-37 66.06%),41 (0.38),←,
4,"Grundy, Brodie",20y 4d,12 (7-0-5 58.33%),1 (0.08),←,
23,"Keeffe, Lachlan",24y 5d,25 (18-0-7 72.00%),6 (0.24),←,
41,"Langdon, Tom",19y 314d,5 (3-0-2 60.00%),,←,
8,"Lumumba, Heritier",27y 155d,183 (122-2-59 67.21%),26 (0.14),←,
3,"Macaffer, Brent",26y 50d,57 (38-2-17 68.42%),29 (0.51),←,
5,"Maxwell, Nick",30y 320d,203 (130-2-71 64.53%),29 (0.14),←,
10,"Pendlebury, Scott",26y 102d,176 (117-2-57 67.05%),119 (0.68),←,
22,"Sidebottom, Steele",23y 107d,113 (81-2-30 72.57%),87 (0.77),←,
36,"Swan, Dane",30y 53d,224 (140-2-82 62.95%),183 (0.82),←,
24,"Thomas, Josh",22y 200d,21 (15-0-6 71.43%),11 (0.52),←,
34,"Toovey, Alan",27y 27d,119 (84-2-33 71.43%),9 (0.08),←,
18,"White, Jesse",26y 100d,75 (38-2-35 52.00%),80 (1.07),4 (3-0-1 75.00%),7 (1.75)
15,"Witts, Jarrod",21y 218d,10 (7-0-3 70.00%),5 (0.50),←,
14,"Young, Clinton",28y 62d,123 (76-1-46 62.20%),62 (0.50),7 (5-0-2 71.43%),2 (0.29)
Totals,Totals,25y 25d,2138 (1411-23-704 66.00%),1392 (0.65),,
C,"Buckley, Nathan",41y 267d,53 (34-0-19 64.15%),,←,
