Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
27,"Barker, John",23y 177d,69 (12-1-56 18.12%),17 (0.25),14 (5-0-9 35.71%),4 (0.29)
17,"Chick, Daniel",22y 186d,61 (24-1-36 40.16%),63 (1.03),←,
23,"Crawford, Justin",21y 148d,46 (22-1-23 48.91%),32 (0.70),29 (11-0-18 37.93%),21 (0.72)
9,"Crawford, Shane",23y 340d,112 (52-1-59 46.88%),86 (0.77),←,
24,"Croad, Trent",18y 159d,15 (5-0-10 33.33%),3 (0.20),←,
32,"Dixon, Ben",21y 62d,30 (12-0-18 40.00%),40 (1.33),←,
34,"Graham, Mark",25y 155d,98 (42-1-55 43.37%),32 (0.33),←,
5,"Harford, Daniel",21y 149d,72 (28-0-44 38.89%),27 (0.38),←,
13,"Hassall, Jon",25y 1d,80 (30-2-48 38.75%),15 (0.19),30 (11-0-19 36.67%),3 (0.10)
2,"Holland, Nick",24y 17d,75 (29-1-45 39.33%),98 (1.31),←,
14,"Krummel, Brendan",26y 52d,59 (25-0-34 42.37%),38 (0.64),49 (19-0-30 38.78%),35 (0.71)
37,"Lekkas, Angelo",22y 47d,45 (15-0-30 33.33%),5 (0.11),←,
18,"Lloyd, Brad",22y 333d,6 (3-0-3 50.00%),3 (0.50),←,
15,"Lord, Aaron",23y 25d,74 (37-1-36 50.68%),63 (0.85),42 (14-0-28 33.33%),44 (1.05)
7,"McCabe, Luke",22y 5d,48 (20-0-28 41.67%),3 (0.06),←,
31,"Obst, Chris",18y 310d,4 (3-0-1 75.00%),,←,
20,"Rawlings, Jade",20y 310d,21 (5-0-16 23.81%),14 (0.67),←,
10,"Robran, Jonathon",25y 298d,55 (22-0-33 40.00%),5 (0.09),←,
4,"Salmon, Paul",33y 207d,266 (145-3-118 55.08%),533 (2.00),57 (22-1-34 39.47%),24 (0.42)
6,"Taylor, Richard",25y 32d,72 (29-1-42 40.97%),30 (0.42),←,
8,"Treleven, Craig",28y 62d,56 (23-1-32 41.96%),13 (0.23),←,
30,"Woods, Tony",29y 44d,112 (45-1-66 40.63%),23 (0.21),81 (29-1-51 36.42%),13 (0.16)
Totals,Totals,23y 308d,1476 (628-15-833 42.55%),1143 (0.77),,
C,"Judge, Ken",40y 212d,65 (25-1-39 39.23%),,←,
