North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
44,"Brayshaw, Mark",25y 74d,18 (12-0-6 66.67%),2 (0.11),←,
18,"Carey, Wayne",19y 328d,29 (15-0-14 51.72%),45 (1.55),←,
30,"Chandler, Jeff",25y 39d,33 (18-1-14 56.06%),4 (0.12),←,
6,"Fairley, Ian",26y 214d,107 (50-2-55 47.66%),138 (1.29),←,
31,"Gallagher, Michael",24y 346d,33 (21-1-11 65.15%),22 (0.67),17 (11-0-6 64.71%),5 (0.29)
29,"German, Peter",26y 77d,127 (61-3-63 49.21%),150 (1.18),←,
26,"Harris, Darren",25y 246d,46 (21-1-24 46.74%),24 (0.52),←,
9,"Larkin, Matthew",26y 244d,129 (65-3-61 51.55%),115 (0.89),←,
35,"Longmire, John",20y 110d,52 (21-1-30 41.35%),135 (2.60),←,
4,"Martyn, Mick",22y 232d,58 (25-1-32 43.97%),4 (0.07),←,
16,"McCarthy, John",24y 21d,64 (26-1-37 41.41%),70 (1.09),←,
19,"McRae, Dean",22y 159d,64 (28-1-35 44.53%),19 (0.30),←,
3,"Rock, Anthony",20y 203d,23 (10-0-13 43.48%),22 (0.96),←,
2,"Schwass, Wayne",22y 144d,47 (19-0-28 40.43%),24 (0.51),←,
24,"Sholl, Craig",23y 111d,25 (13-0-12 52.00%),6 (0.24),←,
15,"Smith, Ross",26y 76d,125 (56-2-67 45.60%),25 (0.20),←,
32,"Smith, Shaun",21y 302d,35 (20-1-14 58.57%),21 (0.60),←,
1,"Spargo, Paul",24y 193d,55 (25-2-28 47.27%),77 (1.40),←,
17,"Staritski, Justin",20y 284d,2 (1-0-1 50.00%),,←,
10,"Stevens, Anthony",19y 292d,21 (8-0-13 38.10%),5 (0.24),←,
Totals,Totals,23y 166d,1093 (515-20-558 47.12%),908 (0.83),,
C,"Schimmelbusch, Wayne",38y 91d,26 (13-0-13 50.00%),,←,
