Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Bartram, Clint",3,5,5,8,,,,2.0,4.0,,,2.0,1.0,,,3.0,6.0,,,4.0,1.0,,71.0
21,"Bell, Daniel",8,4,7,15,,,,3.0,4.0,1.0,1.0,3.0,2.0,1.0,,6.0,9.0,1.0,,3.0,4.0,1.0,91.0
43,"Bode, Jace",6,5,4,10,,1.0,,2.0,1.0,,1.0,,1.0,,,2.0,8.0,,1.0,1.0,,,68.0
32,"Bruce, Cameron",7,3,5,12,,,,1.0,4.0,1.0,1.0,1.0,2.0,1.0,,4.0,8.0,,,1.0,,1.0,95.0
1,"Buckley, Simon",4,2,10,14,,,,,3.0,2.0,,4.0,,1.0,,6.0,9.0,,,,1.0,,66.0
41,"Carroll, Nathan",12,13,7,19,,,,,3.0,,,1.0,,1.0,,4.0,14.0,2.0,,8.0,,,98.0
36,"Davey, Aaron",6,1,,6,1,,,2.0,,2.0,,2.0,,,,3.0,3.0,,1.0,1.0,1.0,,58.0
14,"Dunn, Lynden",3,2,5,8,,,,2.0,,2.0,1.0,3.0,1.0,2.0,,5.0,3.0,,,1.0,,,88.0
20,"Garland, Colin",1,2,4,5,,,,1.0,1.0,,,2.0,,2.0,,1.0,4.0,1.0,,,,,68.0
18,"Green, Brad",12,4,8,20,1,1.0,,4.0,,3.0,1.0,1.0,2.0,1.0,,4.0,16.0,,1.0,,,,89.0
11,"Johnson, Paul",8,5,6,14,,2.0,10.0,2.0,,2.0,1.0,2.0,2.0,,,7.0,7.0,1.0,1.0,1.0,,,83.0
2,"Jones, Nathan",8,5,12,20,1,,,1.0,2.0,4.0,4.0,4.0,1.0,2.0,,9.0,10.0,1.0,1.0,1.0,,1.0,87.0
23,"McDonald, James",14,5,6,20,,,,10.0,3.0,6.0,4.0,3.0,2.0,1.0,,9.0,11.0,,,2.0,1.0,,77.0
5,"McLean, Brock",10,2,10,20,,,,7.0,1.0,1.0,4.0,6.0,,3.0,,11.0,9.0,,1.0,,,,87.0
7,"Miller, Brad",8,5,6,14,,,1.0,2.0,2.0,3.0,,3.0,1.0,2.0,,1.0,13.0,,,4.0,,1.0,96.0
10,"Morton, Cale",7,2,10,17,,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,,,6.0,11.0,,,2.0,1.0,1.0,68.0
9,"Neitz, David",10,8,2,12,2,1.0,1.0,1.0,,2.0,1.0,3.0,2.0,,,6.0,6.0,3.0,4.0,,,,92.0
24,"Robertson, Russell",8,7,3,11,2,1.0,,2.0,,2.0,1.0,2.0,1.0,2.0,,3.0,9.0,,4.0,1.0,,,92.0
12,"Sylvia, Colin",6,3,7,13,,,2.0,4.0,,4.0,2.0,5.0,1.0,2.0,,6.0,7.0,,,2.0,1.0,1.0,76.0
28,"Weetra, Isaac",1,1,1,2,,,,,,,,,,,,1.0,1.0,,,1.0,,,82.0
31,"Wheatley, Paul",17,8,8,25,,1.0,,1.0,5.0,1.0,1.0,1.0,1.0,1.0,,5.0,16.0,1.0,,2.0,3.0,,85.0
34,"White, Jeff",11,7,9,20,2,,15.0,1.0,3.0,2.0,4.0,3.0,3.0,1.0,,6.0,14.0,,2.0,,3.0,,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,170,99,135,305,9,12.0,29.0,49.0,37.0,39.0,29.0,53.0,24.0,23.0,,108.0,194.0,10.0,16.0,35.0,16.0,6.0,
Opposition,Opposition,220,118,169,389,24,17.0,24.0,47.0,27.0,66.0,27.0,57.0,23.0,24.0,6.0,131.0,254.0,15.0,23.0,47.0,16.0,13.0,
