Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
27,"Barker, John",28y 136d,140 (55-1-84 39.64%),112 (0.80),85 (48-0-37 56.47%),99 (1.16)
33,"Barlow, Kris",29y 355d,89 (46-0-43 51.69%),72 (0.81),←,
39,"Campbell, Robert",21y 33d,13 (9-0-4 69.23%),,←,
25,"Clarke, Tim",21y 94d,27 (15-0-12 55.56%),6 (0.22),←,
35,"Cox, Adrian",22y 300d,39 (21-0-18 53.85%),21 (0.54),←,
24,"Cox, Simon",26y 161d,90 (44-0-46 48.89%),41 (0.46),32 (17-0-15 53.13%),17 (0.53)
9,"Crawford, Shane",28y 299d,214 (108-2-104 50.93%),172 (0.80),←,
19,"Dixon, Ben",26y 21d,127 (69-1-57 54.72%),182 (1.43),←,
34,"Graham, Mark",30y 114d,197 (94-2-101 48.22%),58 (0.29),←,
3,"Hay, Jonathan",23y 326d,115 (57-1-57 50.00%),12 (0.10),←,
15,"Hodge, Luke",19y 20d,22 (12-0-10 54.55%),13 (0.59),←,
37,"Lekkas, Angelo",27y 6d,141 (64-1-76 45.74%),82 (0.58),←,
12,"Lonie, Nathan",20y 123d,26 (10-0-16 38.46%),13 (0.50),←,
28,"Mitchell, Sam",20y 266d,22 (12-0-10 54.55%),3 (0.14),←,
40,"Osborne, Michael",20y 341d,15 (6-0-9 40.00%),3 (0.20),←,
20,"Rawlings, Jade",25y 269d,108 (54-0-54 50.00%),48 (0.44),←,
16,"Ries, Nick",20y 356d,30 (16-0-14 53.33%),10 (0.33),←,
11,"Smith, Joel",26y 63d,135 (69-1-65 51.48%),75 (0.56),77 (40-1-36 52.60%),24 (0.31)
38,"Stone, Nick",21y 277d,14 (9-0-5 64.29%),,←,
4,"Tallis, Rayden",28y 26d,152 (73-0-79 48.03%),26 (0.17),←,
23,"Thompson, Nathan",25y 141d,92 (48-1-43 52.72%),136 (1.48),←,
21,"Vandenberg, Richard",26y 172d,75 (36-1-38 48.67%),32 (0.43),←,
Totals,Totals,24y 227d,1883 (927-11-945 49.23%),1117 (0.59),,
C,"Schwab, Peter",42y 286d,84 (45-0-39 53.57%),,←,
