Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
21,"Bell, Daniel",22y 44d,37 (17-1-19 47.30%),1 (0.03),←,
3,"Bizzell, Clint",30y 333d,155 (66-1-88 42.90%),79 (0.51),80 (34-0-46 42.50%),7 (0.09)
25,"Brown, Nathan",30y 286d,135 (62-0-73 45.93%),34 (0.25),←,
32,"Bruce, Cameron",27y 239d,155 (75-1-79 48.71%),177 (1.14),←,
41,"Carroll, Nathan",26y 219d,50 (18-1-31 37.00%),1 (0.02),←,
36,"Davey, Aaron",23y 351d,73 (38-1-34 52.74%),103 (1.41),←,
14,"Dunn, Lynden",20y 13d,17 (8-0-9 47.06%),18 (1.06),←,
8,"Frawley, James",18y 249d,1 (0-0-1 0.00%),,←,
30,"Godfrey, Simon",26y 221d,96 (43-1-52 45.31%),19 (0.20),←,
18,"Green, Brad",26y 75d,155 (77-1-77 50.00%),202 (1.30),←,
4,"Holland, Ben",30y 17d,183 (94-1-88 51.64%),164 (0.90),58 (32-1-25 56.03%),40 (0.69)
11,"Johnson, Paul",22y 335d,18 (5-0-13 27.78%),2 (0.11),17 (4-0-13 23.53%),2 (0.12)
16,"Johnstone, Travis",26y 314d,153 (74-1-78 48.69%),108 (0.71),←,
2,"Jones, Nathan",19y 127d,16 (3-1-12 21.88%),5 (0.31),←,
23,"McDonald, James",30y 234d,186 (87-1-98 47.04%),47 (0.25),←,
5,"McLean, Brock",21y 77d,49 (27-1-21 56.12%),25 (0.51),←,
7,"Miller, Brad",23y 325d,84 (36-1-47 43.45%),31 (0.37),←,
9,"Neitz, David",32y 125d,292 (137-0-155 46.92%),614 (2.10),←,
15,"Petterd, Ricky",18y 307d,4 (0-0-4 0.00%),2 (0.50),←,
24,"Robertson, Russell",28y 184d,193 (96-1-96 50.00%),344 (1.78),←,
10,"Ward, Daniel",29y 322d,125 (46-1-78 37.20%),29 (0.23),←,
34,"White, Jeff",30y 97d,240 (115-1-124 48.13%),103 (0.43),208 (102-1-105 49.28%),85 (0.41)
Totals,Totals,25y 304d,2417 (1124-16-1277 46.50%),2108 (0.87),,
C,"Daniher, Neale",46y 101d,219 (106-1-112 48.63%),,←,
