Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
23,"Dyson, Kevin",28y 16d,60 (31-0-29 51.67%),25 (0.42),←,
20,"Febey, Matthew",25y 274d,58 (28-0-30 48.28%),21 (0.36),←,
21,"Febey, Steven",25y 274d,141 (77-0-64 54.61%),21 (0.15),←,
32,"Gaspar, Damien",20y 53d,1 (1-0-0 100.00%),,←,
22,"Hilton, Jeff",22y 358d,33 (19-0-14 57.58%),22 (0.67),27 (15-0-12 55.56%),16 (0.59)
15,"Hopgood, Paul",21y 303d,26 (16-0-10 61.54%),2 (0.08),←,
37,"Lamprill, Andrew",26y 16d,18 (7-0-11 38.89%),3 (0.17),←,
16,"Lovell, Andy",24y 296d,107 (52-1-54 49.07%),125 (1.17),←,
6,"Lovett, Glenn",25y 301d,83 (37-0-46 44.58%),55 (0.66),←,
3,"Lyon, Garry",27y 249d,179 (103-1-75 57.82%),309 (1.73),←,
28,"Molloy, Glenn",23y 249d,9 (4-0-5 44.44%),2 (0.22),←,
9,"Neitz, David",20y 118d,52 (25-0-27 48.08%),26 (0.50),←,
25,"Norman, Luke",23y 155d,8 (2-0-6 25.00%),3 (0.38),←,
4,"Obst, Andrew",30y 274d,95 (53-0-42 55.79%),46 (0.48),←,
41,"Rohde, Peter",30y 182d,159 (94-1-64 59.43%),28 (0.18),113 (60-1-52 53.54%),22 (0.19)
10,"Seecamp, Marcus",22y 297d,59 (20-0-39 33.90%),12 (0.20),8 (2-0-6 25.00%),2 (0.25)
29,"Smith, Shaun",25y 332d,55 (29-1-25 53.64%),54 (0.98),8 (2-0-6 25.00%),16 (2.00)
11,"Stynes, Jim",29y 27d,186 (104-1-81 56.18%),111 (0.60),←,
2,"Tingay, Stephen",24y 280d,109 (59-0-50 54.13%),49 (0.45),←,
12,"Viney, Todd",29y 51d,149 (77-1-71 52.01%),60 (0.40),←,
27,"Wight, Sean",31y 66d,137 (74-0-63 54.01%),63 (0.46),←,
Totals,Totals,25y 268d,1724 (912-6-806 52.90%),1037 (0.60),,
C,"Balme, Neil",43y 125d,53 (26-0-27 49.06%),,←,
