Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",14,3,12,26,,1.0,,4.0,,,,,2.0,1.0,,,,,,,,,
50,"Ballantyne, Jon",6,3,,6,2,1.0,,2.0,,,,,,1.0,,,,,,,,,
35,"Baxter, Darren",13,3,1,14,,,,1.0,,,,,,,,,,,,,,,
6,"Campbell, Tony",13,4,1,14,,,,2.0,,,,,,2.0,,,,,,,,,
1,"Charles, Justin",8,5,2,10,1,2.0,2.0,2.0,,,,,,2.0,,,,,,,,,
20,"Coleman, Glenn",13,3,1,14,,,,1.0,,,,,2.0,,,,,,,,,,
11,"Corcoran, Shannon",5,1,2,7,,,,,,,,,1.0,,,,,,,,,,
32,"Foster, Peter",15,7,3,18,,1.0,,,,,,,6.0,1.0,,,,,,,,,
29,"Grant, Chris",11,6,3,14,,1.0,,5.0,,,,,,3.0,,,,,,,,,
7,"Hawkins, Doug",7,1,8,15,1,1.0,1.0,2.0,,,,,1.0,5.0,,,,,,,,,
10,"Hunter, Mark",7,1,5,12,,,,,,,,,,,,,,,,,,,
4,"Kellett, Nigel",16,2,9,25,,,,,,,,,1.0,1.0,,,,,,,,,
21,"Kolyniuk, Steven",12,5,6,18,2,1.0,,2.0,,,,,,1.0,,,,,,,,,
39,"Liberatore, Tony",16,1,7,23,1,1.0,,4.0,,,,,1.0,2.0,,,,,,,,,
27,"Macpherson, Stephen",21,5,6,27,1,,,3.0,,,,,1.0,,,,,,,,,,
34,"Sexton, Ben",5,1,3,8,,,,,,,,,1.0,,,,,,,,,,
31,"Smith, Rohan",8,2,3,11,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
8,"Toohey, Bernard",13,6,2,15,1,1.0,,1.0,,,,,1.0,,,,,,,,,,
24,"Wallis, Stephen",9,3,9,18,,,,1.0,,,,,,,,,,,,,,,
15,"Wynd, Scott",2,1,6,8,,,22.0,4.0,,,,,1.0,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,214,63,89,303,9,15.0,25.0,35.0,,,,,19.0,24.0,,,,,,,,,
Opposition,Opposition,230,76,97,327,13,13.0,12.0,36.0,,,,,24.0,19.0,6.0,,,,,,,,
