Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
21,"Buntine, Matt",25y 183d,54 (27-0-27 50.00%),3 (0.06),←,
18,"Cameron, Jeremy",26y 19d,135 (57-3-75 43.33%),348 (2.58),←,
3,"Coniglio, Stephen",25y 126d,123 (57-1-65 46.75%),67 (0.54),←,
16,"Daniels, Brent",20y 42d,12 (8-0-4 66.67%),7 (0.58),←,
1,"Davis, Phil",28y 233d,148 (72-3-73 49.66%),6 (0.04),130 (61-3-66 48.08%),5 (0.04)
24,"de Boer, Matt",29y 41d,173 (99-4-70 58.38%),70 (0.40),35 (21-3-11 64.29%),22 (0.63)
31,"Finlayson, Jeremy",23y 70d,20 (9-2-9 50.00%),15 (0.75),←,
9,"Hately, Jackson",18y 181d,1 (0-0-1 0.00%),,←,
19,"Haynes, Nick",26y 337d,109 (52-3-54 49.08%),9 (0.08),←,
27,"Himmelberg, Harry",22y 347d,45 (29-1-15 65.56%),43 (0.96),←,
2,"Hopper, Jacob",22y 73d,49 (31-1-17 64.29%),21 (0.43),←,
22,"Kelly, Josh",24y 67d,103 (58-2-43 57.28%),64 (0.62),←,
40,"Kennedy, Adam",26y 282d,97 (35-0-62 36.08%),8 (0.08),←,
38,"Lloyd, Daniel",27y 61d,26 (14-3-9 59.62%),19 (0.73),←,
41,"Mumford, Shane",32y 289d,175 (112-4-59 65.14%),52 (0.30),75 (43-2-30 58.67%),13 (0.17)
50,"Reid, Sam",29y 164d,69 (38-3-28 57.25%),27 (0.39),59 (32-3-24 56.78%),26 (0.44)
23,"Shaw, Heath",33y 144d,287 (175-5-107 61.85%),39 (0.14),114 (65-3-46 58.33%),2 (0.02)
14,"Taranto, Tim",21y 82d,42 (26-1-15 63.10%),17 (0.40),←,
15,"Taylor, Sam",19y 350d,13 (10-0-3 76.92%),,←,
20,"Tomlinson, Adam",25y 253d,120 (49-3-68 42.08%),31 (0.26),←,
6,"Whitfield, Lachie",24y 276d,119 (55-3-61 47.48%),49 (0.41),←,
29,"Williams, Zac",24y 212d,83 (43-0-40 51.81%),21 (0.25),←,
Totals,Totals,25y 141d,2003 (1056-42-905 52.72%),916 (0.46),,
C,"Cameron, Leon",46y 230d,122 (66-3-53 55.33%),,←,
