St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
43,"Attard, Jayden",21y 136d,20 (8-0-12 40.00%),2 (0.10),15 (7-0-8 46.67%),1 (0.07)
10,"Baker, Steven",27y 52d,147 (68-1-78 46.60%),32 (0.22),←,
14,"Ball, Luke",23y 49d,99 (59-0-40 59.60%),44 (0.44),←,
22,"Birss, Shane",24y 124d,57 (19-2-36 35.09%),24 (0.42),6 (2-0-4 33.33%),4 (0.67)
27,"Blake, Jason",26y 120d,106 (51-1-54 48.58%),24 (0.23),←,
3,"Clarke, Xavier",23y 288d,90 (48-1-41 53.89%),39 (0.43),←,
26,"Dal Santo, Nick",23y 141d,113 (61-1-51 54.42%),56 (0.50),←,
17,"Fiora, Aaron",26y 85d,123 (56-0-67 45.53%),51 (0.41),45 (23-0-22 51.11%),26 (0.58)
6,"Fisher, Leigh",23y 85d,39 (26-0-13 66.67%),3 (0.08),←,
25,"Fisher, Sam",25y 3d,64 (39-0-25 60.94%),4 (0.06),←,
9,"Gehrig, Fraser",31y 132d,248 (130-1-117 52.62%),516 (2.08),133 (67-0-66 50.38%),357 (2.68)
19,"Gilbert, Sam",20y 328d,13 (6-0-7 46.15%),7 (0.54),←,
1,"Gram, Jason",23y 77d,45 (25-0-20 55.56%),17 (0.38),43 (24-0-19 55.81%),17 (0.40)
35,"Harvey, Robert",35y 326d,353 (176-3-174 50.28%),208 (0.59),←,
7,"Hayes, Lenny",27y 180d,161 (69-2-90 43.48%),60 (0.37),←,
23,"Koschitzke, Justin",24y 296d,92 (45-0-47 48.91%),83 (0.90),←,
31,"Maguire, Matt",23y 44d,88 (48-0-40 54.55%),19 (0.22),←,
44,"Milne, Stephen",27y 127d,134 (63-1-70 47.39%),261 (1.95),←,
11,"Montagna, Leigh",23y 253d,66 (39-0-27 59.09%),45 (0.68),←,
12,"Riewoldt, Nick",24y 269d,127 (62-1-64 49.21%),236 (1.86),←,
29,"Rix, Michael",26y 186d,25 (15-0-10 60.00%),3 (0.12),←,
4,"Thompson, Andrew",34y 265d,220 (102-2-116 46.82%),93 (0.42),←,
Totals,Totals,25y 295d,2430 (1215-16-1199 50.00%),1827 (0.75),,
C,"Lyon, Ross",40y 247d,15 (7-0-8 46.67%),,←,
