Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
50,"Butcher, Kent",19y 275d,2 (1-0-1 50.00%),,←,
21,"Christian, Michael",28y 351d,112 (61-2-49 55.36%),23 (0.21),←,
2,"Francis, Tony",24y 128d,74 (47-2-25 64.86%),51 (0.69),←,
47,"Fraser, Mark",22y 184d,28 (18-0-10 64.29%),15 (0.54),←,
23,"Kelly, Craig",27y 52d,77 (49-2-26 64.94%),37 (0.48),←,
15,"Lehmann, Troy",21y 163d,30 (22-0-8 73.33%),24 (0.80),←,
34,"McGuane, Mick",25y 221d,111 (69-2-40 63.06%),85 (0.77),←,
1,"Monkhorst, Damian",23y 351d,94 (61-2-31 65.96%),17 (0.18),←,
4,"Pert, Gary",28y 71d,200 (103-0-97 51.50%),45 (0.22),37 (26-0-11 70.27%),3 (0.08)
13,"Richardson, Alan",28y 82d,75 (46-2-27 62.67%),10 (0.13),←,
16,"Richardson, Mark",20y 280d,13 (10-0-3 76.92%),23 (1.77),←,
36,"Rocca, Saverio",19y 260d,28 (19-0-9 67.86%),98 (3.50),←,
32,"Rowe, Brad",23y 257d,44 (22-0-22 50.00%),51 (1.16),30 (19-0-11 63.33%),42 (1.40)
29,"Russell, Scott",23y 92d,89 (58-2-29 66.29%),62 (0.70),←,
27,"Starcevich, Craig",26y 83d,122 (75-3-44 62.70%),157 (1.29),←,
37,"Tranquilli, Andrew",21y 108d,1 (1-0-0 100.00%),,←,
14,"Watson, Shane",19y 171d,29 (17-0-12 58.62%),30 (1.03),←,
10,"Williams, Paul",20y 126d,50 (31-0-19 62.00%),45 (0.90),←,
20,"Woods, Tony",24y 36d,23 (12-0-11 52.17%),6 (0.26),10 (6-0-4 60.00%),2 (0.20)
19,"Wright, Graham",25y 62d,111 (75-2-34 68.47%),88 (0.79),←,
Totals,Totals,23y 259d,1313 (797-19-497 60.70%),867 (0.66),,
C,"Matthews, Leigh",41y 159d,177 (105-3-69 60.17%),,←,
