Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4 ↑,"Bontempelli, Marcus",2,2,,2,,,,1.0,,1.0,,1.0,,1.0,,,3.0,,,1.0,,,23.0
5,"Boyd, Matthew",15,3,13,28,,,,4.0,,5.0,5.0,4.0,1.0,1.0,,14.0,14.0,,,,,1.0,90.0
17,"Cooney, Adam",15,8,11,26,1,1.0,,4.0,5.0,2.0,6.0,,2.0,,2.0,12.0,14.0,1.0,3.0,2.0,,,81.0
8,"Crameri, Stewart",5,1,6,11,,1.0,,3.0,,4.0,,1.0,2.0,1.0,,6.0,7.0,1.0,,,,,88.0
6,"Dahlhaus, Luke",18,8,14,32,2,2.0,,,2.0,5.0,3.0,1.0,,,3.0,10.0,22.0,3.0,3.0,1.0,,,82.0
29,"Dickson, Tory",5,4,7,12,,,,3.0,,1.0,,1.0,,,,4.0,7.0,,,,,,77.0
16,"Griffen, Ryan",15,1,11,26,,,,4.0,1.0,4.0,4.0,3.0,2.0,,,10.0,15.0,,,4.0,2.0,,84.0
7,"Higgins, Shaun",17,5,19,36,1,,,,4.0,6.0,1.0,4.0,1.0,1.0,,7.0,28.0,,1.0,,2.0,2.0,88.0
26,"Hunter, Lachie",8,2,7,15,1,1.0,,,1.0,2.0,1.0,1.0,1.0,1.0,,8.0,7.0,1.0,1.0,,,,79.0
39,"Johannisen, Jason",6,4,8,14,,1.0,,2.0,2.0,2.0,,3.0,,2.0,,1.0,13.0,,,2.0,,,81.0
19,"Jones, Liam",8,5,4,12,1,,3.0,1.0,,4.0,1.0,3.0,,1.0,,5.0,6.0,1.0,2.0,1.0,,,87.0
21,"Liberatore, Tom",12,5,13,25,1,,,8.0,1.0,2.0,10.0,4.0,1.0,2.0,,16.0,11.0,,1.0,7.0,1.0,1.0,87.0
11,"Macrae, Jack",8,1,17,25,1,,,5.0,2.0,2.0,2.0,4.0,1.0,,,8.0,15.0,,,,,1.0,79.0
27,"Minson, Will",4,4,4,8,,1.0,45.0,1.0,1.0,2.0,2.0,4.0,1.0,4.0,,6.0,3.0,1.0,1.0,3.0,,,91.0
38,"Morris, Dale",9,6,3,12,,,,2.0,2.0,,,1.0,,,,4.0,9.0,,,8.0,,,99.0
2,"Murphy, Robert",11,5,10,21,,,,2.0,4.0,1.0,,4.0,,2.0,,1.0,19.0,,,1.0,2.0,,90.0
42,"Picken, Liam",9,5,5,14,,1.0,,4.0,2.0,1.0,,1.0,2.0,,,4.0,10.0,,,1.0,,1.0,91.0
25 ↓,"Stevens, Koby",2,,5,7,,,,2.0,1.0,,1.0,1.0,1.0,1.0,,2.0,6.0,,,1.0,,,62.0
9,"Stringer, Jake",6,5,12,18,1,,,1.0,1.0,2.0,,1.0,,,,6.0,12.0,1.0,,2.0,1.0,,74.0
32,"Talia, Michael",5,4,7,12,,,,,,2.0,,3.0,1.0,2.0,,3.0,11.0,1.0,,5.0,,,92.0
12,"Williams, Tom",7,5,2,9,,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,7.0,,,,,,86.0
10,"Wood, Easton",7,5,6,13,,,,1.0,2.0,1.0,1.0,,2.0,,,7.0,7.0,3.0,,4.0,,,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,194,88,184,378,9,11.0,48.0,49.0,31.0,50.0,37.0,46.0,19.0,20.0,5.0,135.0,246.0,13.0,12.0,43.0,8.0,6.0,
Opposition,Opposition,225,115,110,335,10,13.0,33.0,59.0,39.0,46.0,34.0,49.0,20.0,19.0,1.0,117.0,215.0,12.0,8.0,44.0,3.0,8.0,
