Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
19,"Chisholm, Scott",26y 92d,80 (29-0-51 36.25%),33 (0.41),17 (5-0-12 29.41%),8 (0.47)
28,"Collins, Matthew",22y 207d,20 (10-0-10 50.00%),5 (0.25),6 (4-0-2 66.67%),3 (0.50)
20,"Febey, Matthew",30y 9d,141 (63-0-78 44.68%),44 (0.31),←,
21,"Febey, Steven",30y 9d,217 (109-0-108 50.23%),31 (0.14),←,
4,"Grgic, Brent",19y 324d,41 (16-0-25 39.02%),20 (0.49),←,
15,"Hopgood, Paul",26y 38d,112 (44-0-68 39.29%),10 (0.09),←,
27,"Ingerson, Anthony",29y 319d,123 (47-0-76 38.21%),40 (0.33),86 (31-0-55 36.05%),15 (0.17)
16,"Johnstone, Travis",19y 42d,28 (10-0-18 35.71%),20 (0.71),←,
36,"Leoncelli, Andrew",25y 42d,64 (25-0-39 39.06%),18 (0.28),←,
35,"McDonald, Anthony",27y 76d,54 (21-0-33 38.89%),23 (0.43),←,
23,"McDonald, James",22y 327d,41 (19-0-22 46.34%),18 (0.44),←,
9,"Neitz, David",24y 218d,137 (59-0-78 43.07%),217 (1.58),←,
43,"Rigoni, Guy",25y 32d,45 (22-0-23 48.89%),15 (0.33),←,
5,"Schwarz, David",27y 35d,114 (47-1-66 41.67%),180 (1.58),←,
10,"Seecamp, Marcus",27y 32d,136 (51-0-85 37.50%),17 (0.13),85 (33-0-52 38.82%),7 (0.08)
1,"Shanahan, Jamie",31y 265d,162 (82-1-79 50.93%),,37 (18-0-19 48.65%),
46,"Simmonds, Troy",21y 46d,5 (0-0-5 0.00%),2 (0.40),←,
12,"Viney, Todd",33y 151d,233 (110-1-122 47.42%),92 (0.39),←,
26,"Ward, Daniel",22y 50d,22 (5-0-17 22.73%),4 (0.18),←,
34,"White, Jeff",22y 190d,76 (34-0-42 44.74%),42 (0.55),44 (21-0-23 47.73%),24 (0.55)
22,"Woewodin, Shane",23y 47d,69 (26-0-43 37.68%),24 (0.35),←,
13,"Yze, Adem",21y 341d,94 (36-0-58 38.30%),38 (0.40),←,
Totals,Totals,25y 148d,2014 (865-3-1146 42.95%),893 (0.44),,
C,"Daniher, Neale",38y 194d,47 (22-0-25 46.81%),,←,
