Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
3,"Adams, Taylor",30y 324d,223 (111-2-110 50.22%),85 (0.38),17 (12-0-5 70.59%),9 (0.53)
36,"Amartey, Joel",24y 342d,48 (32-1-15 67.71%),65 (1.35),←,
22,"Blakey, Nick",24y 164d,123 (68-1-54 55.69%),37 (0.30),←,
16,"Campbell, Braeden",22y 187d,66 (40-1-25 61.36%),13 (0.20),←,
33,"Cleary, Caiden",19y 157d,3 (2-0-1 66.67%),1 (0.33),←,
7,"Cunningham, Harry",30y 247d,203 (122-1-80 60.34%),52 (0.26),←,
13,"Florent, Oliver",26y 18d,163 (91-1-71 56.13%),47 (0.29),←,
42,"Fox, Robbie",31y 115d,102 (53-1-48 52.45%),14 (0.14),←,
4,"Grundy, Brodie",30y 116d,215 (114-2-99 53.49%),72 (0.33),21 (15-0-6 71.43%),2 (0.10)
21,"Gulden, Errol",22y 22d,88 (57-1-30 65.34%),67 (0.76),←,
9,"Hayward, Will",25y 288d,158 (89-1-68 56.65%),194 (1.23),←,
5,"Heeney, Isaac",28y 96d,197 (125-1-71 63.71%),252 (1.28),←,
17,"Jordon, James",23y 233d,86 (63-1-22 73.84%),26 (0.30),21 (15-0-6 71.43%),9 (0.43)
44,"Lloyd, Jake",30y 324d,244 (150-1-93 61.68%),40 (0.16),←,
30,"McCartin, Tom",24y 223d,128 (74-0-54 57.81%),28 (0.22),←,
6,"McDonald, Logan",22y 127d,65 (43-1-21 66.92%),87 (1.34),←,
2,"McLean, Hayden",25y 202d,74 (42-1-31 57.43%),73 (0.99),←,
14,"Mills, Callum",27y 129d,159 (90-1-68 56.92%),28 (0.18),←,
26,"Parker, Luke",31y 289d,288 (176-2-110 61.46%),204 (0.71),←,
24,"Rampe, Dane",34y 68d,246 (158-2-86 64.63%),7 (0.03),←,
34,"Roberts, Matt",21y 9d,25 (18-0-7 72.00%),3 (0.12),←,
8,"Rowbottom, James",23y 325d,112 (64-1-47 57.59%),32 (0.29),←,
1,"Warner, Chad",23y 82d,81 (51-0-30 62.96%),74 (0.91),←,
Totals,Totals,26y 114d,3097 (1833-23-1241 59.19%),1501 (0.48),,
C,"Longmire, John",53y 222d,328 (204-3-121 62.65%),,←,
