Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Bell, Daniel",,,,,,,,1.0,,,,,,,,,,,,1.0,,,11.0
3,"Bizzell, Clint",17,13,10,27,,,1.0,2.0,5.0,3.0,2.0,,1.0,,,10.0,17.0,1.0,,2.0,3.0,1.0,100.0
25,"Brown, Nathan",14,7,8,22,,1.0,,,2.0,3.0,,2.0,,1.0,,4.0,19.0,1.0,1.0,2.0,2.0,,89.0
32,"Bruce, Cameron",11,5,6,17,1,3.0,,,4.0,2.0,3.0,3.0,2.0,,,7.0,11.0,1.0,2.0,2.0,,,100.0
36,"Davey, Aaron",10,2,3,13,1,4.0,,5.0,,1.0,1.0,4.0,2.0,,,9.0,4.0,,2.0,,1.0,1.0,94.0
35,"Ferguson, Ryan",4,2,2,6,,,,3.0,,1.0,,3.0,1.0,3.0,,3.0,4.0,,,5.0,,,100.0
18,"Green, Brad",7,3,10,17,,,,2.0,1.0,5.0,,,,,,5.0,11.0,,,1.0,3.0,3.0,99.0
4,"Holland, Ben",10,6,6,16,1,1.0,2.0,2.0,,4.0,1.0,4.0,2.0,,,9.0,7.0,1.0,3.0,2.0,,,89.0
40,"Jamar, Mark",,,1,1,,,4.0,2.0,,,,1.0,,1.0,,,1.0,,,1.0,,,41.0
16,"Johnstone, Travis",23,4,6,29,,,,2.0,7.0,11.0,4.0,4.0,1.0,1.0,,12.0,16.0,,,1.0,3.0,2.0,95.0
23,"McDonald, James",8,9,13,21,,,,2.0,3.0,2.0,2.0,5.0,,3.0,,5.0,16.0,,,3.0,,,71.0
5,"McLean, Brock",15,5,2,17,,,,4.0,1.0,5.0,5.0,2.0,,1.0,3.0,6.0,10.0,,1.0,,2.0,,82.0
22,"Moloney, Brent",10,4,3,13,,,,4.0,1.0,4.0,3.0,2.0,1.0,1.0,,5.0,9.0,,,1.0,,,71.0
9,"Neitz, David",8,6,3,11,3,2.0,,1.0,,2.0,,,,,,2.0,8.0,,4.0,1.0,,,72.0
8,"Nicholson, Alistair",5,4,2,7,,,1.0,1.0,2.0,,,,,,,1.0,6.0,,,4.0,,1.0,100.0
28,"Read, Phillip",9,8,7,16,2,,,1.0,,5.0,1.0,2.0,1.0,2.0,,2.0,15.0,,1.0,3.0,,1.0,56.0
24,"Robertson, Russell",13,10,7,20,6,1.0,,1.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,7.0,13.0,1.0,5.0,2.0,,,94.0
12,"Sylvia, Colin",15,6,5,20,,1.0,,5.0,2.0,2.0,4.0,1.0,1.0,,,8.0,12.0,,1.0,1.0,1.0,1.0,79.0
31,"Wheatley, Paul",6,2,5,11,,,,,1.0,1.0,1.0,2.0,,,,2.0,9.0,,,3.0,,,100.0
45,"Whelan, Matthew",7,3,8,15,,,,1.0,3.0,1.0,,,,,,8.0,8.0,,,,1.0,,74.0
34,"White, Jeff",7,2,5,12,,,21.0,6.0,1.0,3.0,1.0,5.0,1.0,2.0,,7.0,6.0,1.0,,2.0,,1.0,83.0
13,"Yze, Adem",12,8,2,14,1,4.0,,2.0,,3.0,,3.0,1.0,,,4.0,11.0,1.0,6.0,3.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,211,109,114,325,15,20.0,29.0,47.0,34.0,61.0,29.0,46.0,16.0,16.0,5.0,116.0,213.0,7.0,26.0,40.0,16.0,11.0,
Opposition,Opposition,181,79,101,282,13,14.0,13.0,35.0,46.0,48.0,23.0,42.0,16.0,16.0,1.0,117.0,166.0,13.0,14.0,44.0,18.0,7.0,
