North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Campbell, Matt",22y 74d,37 (21-1-15 58.11%),46 (1.24),←,
11,"Firrito, Michael",25y 129d,107 (56-1-50 52.80%),15 (0.14),←,
38,"Gibson, Josh",25y 23d,45 (23-0-22 51.11%),1 (0.02),←,
22,"Goldstein, Todd",20y 278d,4 (3-0-1 75.00%),2 (0.50),←,
31,"Hale, David",24y 318d,103 (47-1-55 46.12%),82 (0.80),←,
6,"Hansen, Lachlan",20y 231d,15 (9-0-6 60.00%),4 (0.27),←,
39,"Harding, Leigh",27y 344d,113 (56-2-55 50.44%),138 (1.22),←,
29,"Harvey, Brent",30y 326d,266 (148-2-116 56.02%),308 (1.16),←,
2,"Lower, Ed",21y 286d,27 (15-1-11 57.41%),14 (0.52),←,
1,"McIntosh, Hamish",24y 213d,59 (26-1-32 44.92%),28 (0.47),←,
42,"McMahon, Scott",22y 307d,31 (19-0-12 61.29%),21 (0.68),←,
20,"Petrie, Drew",26y 172d,156 (77-2-77 50.00%),130 (0.83),←,
5,"Power, Sam",25y 277d,108 (40-3-65 38.43%),18 (0.17),24 (12-1-11 52.08%),2 (0.08)
30,"Pratt, Daniel",26y 15d,86 (45-0-41 52.33%),9 (0.10),83 (44-0-39 53.01%),8 (0.10)
3,"Rawlings, Brady",27y 299d,183 (95-1-87 52.19%),57 (0.31),←,
7,"Simpson, Adam",33y 48d,290 (167-2-121 57.93%),80 (0.28),←,
9,"Swallow, Andrew",21y 307d,42 (20-0-22 47.62%),13 (0.31),←,
12,"Thomas, Lindsay",21y 36d,37 (19-1-17 52.70%),45 (1.22),←,
16,"Thompson, Scott",22y 331d,8 (1-1-6 18.75%),,←,
14,"Urquhart, Gavin",20y 322d,16 (8-0-8 50.00%),,←,
8,"Wells, Daniel",24y 61d,125 (63-2-60 51.20%),67 (0.54),←,
19,"Ziebell, Jack",18y 36d,2 (1-0-1 50.00%),,←,
Totals,Totals,24y 118d,1860 (959-21-880 51.56%),1078 (0.58),,
C,"Laidley, Dani",42y 9d,139 (69-2-68 50.36%),,←,
