St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
24,"Austin, Logan",22y 329d,15 (6-0-9 40.00%),,2 (0-0-2 0.00%),
15,"Billings, Jack",22y 288d,75 (26-1-48 35.33%),56 (0.75),←,
11,"Clark, Hunter",19y 68d,8 (1-1-6 18.75%),2 (0.25),←,
14,"Geary, Jarryn",29y 344d,174 (87-2-85 50.57%),27 (0.16),←,
4,"Gresham, Jade",20y 282d,51 (22-1-28 44.12%),60 (1.18),←,
1,"Hickey, Tom",27y 88d,74 (21-2-51 29.73%),23 (0.31),62 (20-2-40 33.87%),18 (0.29)
13,"Lonie, Jack",21y 293d,43 (15-0-28 34.88%),32 (0.74),←,
43,"Marshall, Rowan",22y 190d,7 (0-0-7 0.00%),1 (0.14),←,
32,"McCartin, Paddy",22y 44d,31 (8-1-22 27.42%),29 (0.94),←,
36,"McKenzie, Daniel",22y 16d,23 (10-0-13 43.48%),2 (0.09),←,
28,"Membrey, Tim",24y 7d,59 (27-2-30 47.46%),105 (1.78),58 (26-2-30 46.55%),105 (1.81)
16,"Newnes, Jack",25y 98d,124 (43-2-79 35.48%),40 (0.32),←,
30,"Phillips, Ed",20y 65d,4 (0-0-4 0.00%),,←,
37,"Rice, Bailey",21y 112d,3 (0-0-3 0.00%),,←,
6,"Ross, Sebastian",25y 26d,92 (32-2-58 35.87%),13 (0.14),←,
5,"Savage, Shane",27y 148d,134 (65-2-67 49.25%),59 (0.44),78 (24-2-52 32.05%),22 (0.28)
35,"Sinclair, Jack",23y 110d,53 (20-1-32 38.68%),33 (0.62),←,
9,"Steele, Jack",22y 171d,47 (18-1-28 39.36%),17 (0.36),30 (10-1-19 35.00%),8 (0.27)
3,"Steven, Jack",28y 66d,165 (62-3-100 38.48%),100 (0.61),←,
29,"Webster, Jimmy",24y 339d,77 (25-1-51 33.12%),3 (0.04),←,
44,"Weller, Maverick",26y 109d,114 (34-2-78 30.70%),55 (0.48),82 (28-2-52 35.37%),52 (0.63)
31,"White, Brandon",21y 140d,10 (2-1-7 25.00%),1 (0.10),←,
Totals,Totals,23y 251d,1383 (524-25-834 37.89%),658 (0.48),,
C,"Richardson, Alan",53y 16d,100 (34-2-64 35.00%),,99 (34-2-63 35.35%),
