Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
28,"Arnott, Simon",23y 174d,49 (26-1-22 54.08%),27 (0.55),19 (8-0-11 42.11%),12 (0.63)
8,"Burns, Ronnie",26y 147d,83 (44-1-38 53.61%),143 (1.72),←,
51,"Clarke, David",19y 84d,10 (3-0-7 30.00%),6 (0.60),←,
33,"Corrigan, Paul",22y 8d,44 (20-0-24 45.45%),6 (0.14),←,
35,"Finocchiaro, Tim",20y 49d,8 (6-0-2 75.00%),1 (0.13),←,
7,"Graham, Ben",25y 278d,104 (64-0-40 61.54%),22 (0.21),←,
37,"Harley, Tom",21y 20d,7 (4-0-3 57.14%),1 (0.14),6 (3-0-3 50.00%),
3,"Houlihan, Adam",21y 123d,22 (15-0-7 68.18%),22 (1.00),←,
13,"Kilpatrick, Glenn",26y 343d,90 (48-0-42 53.33%),16 (0.18),64 (34-0-30 53.13%),12 (0.19)
1,"King, Steven",20y 258d,60 (30-0-30 50.00%),24 (0.40),←,
21,"Mansfield, Michael",27y 364d,178 (101-1-76 57.02%),97 (0.54),←,
17,"McGrath, Tim",28y 304d,181 (108-1-72 59.94%),16 (0.09),174 (104-1-69 60.06%),16 (0.09)
31,"Mensch, David",26y 358d,115 (71-0-44 61.74%),116 (1.01),←,
39,"Milburn, Darren",22y 114d,43 (17-0-26 39.53%),22 (0.51),←,
23,"Pickering, Liam",30y 332d,123 (74-1-48 60.57%),54 (0.44),101 (65-1-35 64.85%),46 (0.46)
15,"Riccardi, Peter",26y 233d,163 (95-1-67 58.59%),166 (1.02),←,
30,"Scarlett, Matthew",20y 63d,5 (3-0-2 60.00%),1 (0.20),←,
12,"Sholl, Brad",26y 270d,109 (61-1-47 56.42%),37 (0.34),107 (61-1-45 57.48%),37 (0.35)
24,"Simpson, Hamish",23y 202d,14 (5-0-9 35.71%),,←,
4,"Snell, Jason",22y 11d,47 (23-0-24 48.94%),41 (0.87),←,
20,"Steinfort, Carl",22y 128d,42 (21-0-21 50.00%),15 (0.36),←,
26,"Stoneham, Barry",31y 179d,223 (129-2-92 58.30%),204 (0.91),←,
Totals,Totals,24y 151d,1720 (968-9-743 56.28%),1037 (0.60),,
C,"Ayres, Gary",38y 313d,113 (63-1-49 56.19%),,←,
