Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Bird, Craig",12,4,9,21,,,,3.0,1.0,3.0,3.0,5.0,1.0,3.0,,5.0,15.0,,,2.0,,1.0,84.0
24,"Bolton, Jude",4,4,13,17,1,,,1.0,2.0,1.0,4.0,1.0,2.0,,,11.0,6.0,1.0,,2.0,,,85.0
8 ↑,"Dennis-Lane, Trent",1,1,2,3,,,,1.0,,,,1.0,,1.0,,1.0,3.0,,,,,1.0,37.0
39,"Grundy, Heath",9,4,7,16,,,,,4.0,1.0,,2.0,,1.0,,4.0,10.0,,,6.0,,,100.0
4,"Hannebery, Dan",11,6,9,20,,,,5.0,1.0,2.0,1.0,5.0,,3.0,,4.0,16.0,,,1.0,,,78.0
15,"Jack, Kieren",15,1,11,26,2,,,6.0,1.0,6.0,5.0,3.0,2.0,1.0,,10.0,16.0,,,1.0,,1.0,87.0
32,"Jetta, Lewis",8,4,2,10,3,1.0,,4.0,1.0,5.0,1.0,1.0,,,,3.0,7.0,,2.0,1.0,,,85.0
34,"Johnson, Alex",6,2,4,10,,1.0,,3.0,1.0,,,1.0,,1.0,,3.0,7.0,,,1.0,,,78.0
12,"Kennedy, Josh",9,1,15,24,1,,,8.0,1.0,4.0,5.0,3.0,2.0,2.0,,13.0,13.0,,,,,1.0,84.0
9,"Malceski, Nick",11,2,8,19,,1.0,,5.0,4.0,4.0,1.0,5.0,1.0,4.0,,3.0,15.0,,,1.0,,1.0,73.0
29,"Mattner, Martin",6,1,6,12,,1.0,,2.0,,,1.0,4.0,,1.0,,3.0,9.0,,,3.0,1.0,,94.0
21,"McGlynn, Ben",14,9,7,21,2,2.0,1.0,3.0,2.0,5.0,4.0,2.0,1.0,,,7.0,14.0,1.0,3.0,2.0,,,87.0
3,"McVeigh, Jarrad",15,7,13,28,,1.0,,4.0,1.0,5.0,1.0,2.0,1.0,,,9.0,20.0,,1.0,3.0,,,91.0
5,"OKeefe, Ryan",18,2,9,27,,,,7.0,5.0,1.0,4.0,1.0,3.0,,,7.0,18.0,,,1.0,,,91.0
26,"Parker, Luke",2,3,15,17,,1.0,,1.0,,1.0,1.0,4.0,,3.0,,8.0,9.0,1.0,1.0,1.0,,,72.0
38,"Pyke, Mike",5,3,9,14,,,29.0,6.0,2.0,2.0,4.0,2.0,3.0,,,8.0,5.0,1.0,1.0,1.0,,3.0,71.0
20,"Reid, Sam",5,3,2,7,2,,,2.0,,,,,2.0,,,3.0,4.0,1.0,1.0,,,,94.0
25,"Richards, Ted",8,8,11,19,,,,,2.0,,1.0,,1.0,,,7.0,12.0,1.0,,8.0,,,97.0
30,"Roberts-Thomson, Lewis",4,3,5,9,1,1.0,8.0,1.0,,,,1.0,1.0,,,3.0,6.0,,1.0,1.0,,,73.0
2,"Shaw, Rhyce",10,4,7,17,,,,,5.0,1.0,,1.0,,,,3.0,9.0,,,1.0,4.0,,87.0
40,"Smith, Nick",6,3,9,15,,,,1.0,2.0,1.0,,3.0,1.0,1.0,,5.0,11.0,,,2.0,,,97.0
17 ↓,"Walsh, Tommy",1,,,1,,,,,,,,3.0,,2.0,,1.0,1.0,,,3.0,,1.0,53.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,180,75,173,353,12,11.0,38.0,63.0,35.0,42.0,36.0,50.0,21.0,23.0,,121.0,226.0,6.0,10.0,41.0,5.0,9.0,
Opposition,Opposition,218,93,144,362,16,15.0,46.0,79.0,26.0,55.0,37.0,49.0,23.0,21.0,6.0,133.0,224.0,7.0,15.0,40.0,12.0,8.0,
