Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Bateman, Chance",16,8,12,28,1,,,1.0,2.0,2.0,2.0,5.0,1.0,1.0,,5.0,23.0,,1.0,,,1.0,80.0
14,"Birchall, Grant",11,6,10,21,,,,,4.0,3.0,,2.0,,,,3.0,18.0,,,2.0,4.0,,86.0
30,"Brown, Campbell",11,7,2,13,2,3.0,1.0,4.0,1.0,,,1.0,2.0,,,5.0,8.0,,4.0,3.0,,,94.0
39,"Campbell, Robert",3,4,10,13,,,10.0,1.0,,2.0,2.0,,,,,2.0,11.0,,,,,,53.0
24,"Croad, Trent",1,3,8,9,,,,,3.0,2.0,1.0,5.0,1.0,2.0,,4.0,5.0,1.0,,3.0,,,100.0
8,"Ellis, Xavier",13,7,14,27,,,,3.0,1.0,5.0,,2.0,2.0,1.0,,7.0,21.0,,,4.0,,,79.0
23,"Franklin, Lance",10,8,3,13,4,5.0,,2.0,2.0,2.0,,,1.0,2.0,,5.0,8.0,2.0,7.0,1.0,,1.0,100.0
27,"Gilham, Stephen",5,3,6,11,,,,,2.0,1.0,,4.0,2.0,1.0,,5.0,7.0,,,6.0,,,100.0
18,"Guerra, Brent",10,2,12,22,,,,,,2.0,4.0,4.0,,1.0,,2.0,16.0,,,,3.0,1.0,71.0
15,"Hodge, Luke",15,8,6,21,,,1.0,4.0,1.0,,,2.0,1.0,,,8.0,13.0,2.0,,6.0,1.0,,84.0
4,"Ladson, Rick",7,6,10,17,,1.0,,7.0,2.0,5.0,1.0,6.0,2.0,1.0,,4.0,15.0,1.0,1.0,,,,82.0
3,"Lewis, Jordan",13,7,17,30,,,,,2.0,2.0,,3.0,2.0,1.0,,11.0,19.0,1.0,1.0,1.0,,,90.0
5,"Mitchell, Sam",14,4,19,33,,,,5.0,,3.0,1.0,7.0,2.0,3.0,,9.0,24.0,,,1.0,1.0,1.0,85.0
29,"Murphy, Tom",10,4,13,23,,,,2.0,1.0,1.0,1.0,1.0,,,,3.0,19.0,,,2.0,,1.0,88.0
7,"Osborne, Michael",8,6,4,12,,,,3.0,,2.0,1.0,1.0,1.0,1.0,,4.0,9.0,1.0,,1.0,1.0,,56.0
33,"Rioli, Cyril",10,6,6,16,,,,8.0,1.0,,,2.0,2.0,1.0,,7.0,11.0,1.0,,,,1.0,91.0
2,"Roughead, Jarryd",6,5,3,9,2,1.0,2.0,2.0,2.0,7.0,5.0,4.0,1.0,1.0,,3.0,6.0,1.0,3.0,1.0,,,98.0
12,"Sewell, Brad",5,2,17,22,,,,4.0,,1.0,2.0,3.0,,3.0,1.0,5.0,17.0,,,,,,93.0
44,"Stokes, Cameron",4,2,3,7,,,,9.0,1.0,3.0,2.0,2.0,,1.0,,1.0,5.0,,,3.0,,,69.0
13,"Taylor, Simon",3,2,6,9,,,8.0,1.0,1.0,,,1.0,1.0,3.0,,2.0,7.0,,,2.0,,,47.0
22,"Tuck, Travis",6,3,16,22,,,1.0,3.0,5.0,2.0,,2.0,2.0,2.0,,13.0,9.0,1.0,,,,,64.0
6,"Williams, Mark",11,11,6,17,2,,,4.0,,2.0,4.0,3.0,1.0,3.0,,2.0,15.0,,2.0,1.0,4.0,2.0,91.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,192,114,203,395,11,11.0,23.0,63.0,31.0,47.0,26.0,60.0,24.0,28.0,1.0,110.0,286.0,11.0,19.0,37.0,14.0,8.0,
Opposition,Opposition,179,95,241,420,12,16.0,48.0,67.0,33.0,45.0,33.0,59.0,28.0,24.0,5.0,118.0,301.0,5.0,19.0,41.0,2.0,8.0,
