Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
18,"Cameron, Leon",23y 316d,111 (57-2-52 52.25%),47 (0.42),←,
21,"Campbell, Tony",28y 336d,113 (62-0-51 54.87%),64 (0.57),38 (23-0-15 60.53%),3 (0.08)
11,"Curley, Todd",23y 182d,18 (5-1-12 30.56%),22 (1.22),15 (3-1-11 23.33%),21 (1.40)
14,"Darcy, Luke",21y 2d,17 (4-1-12 26.47%),9 (0.53),←,
28,"Dimattina, Paul",21y 235d,9 (3-0-6 33.33%),,←,
32,"Ellis, Craig",21y 40d,17 (7-0-10 41.18%),,←,
3,"Grant, Chris",23y 214d,137 (68-3-66 50.73%),272 (1.99),←,
29,"Griffin, Daryl",20y 173d,16 (8-1-7 53.13%),,←,
37,"Hargraves, Daniel",20y 172d,27 (11-0-16 40.74%),48 (1.78),←,
10,"Hunter, Mark",30y 315d,128 (61-3-64 48.83%),9 (0.07),←,
6,"Johnson, Brad",19y 362d,45 (17-2-26 40.00%),25 (0.56),←,
4,"Kellett, Nigel",26y 209d,90 (44-2-44 50.00%),41 (0.46),←,
39,"Liberatore, Tony",30y 154d,166 (86-3-77 52.71%),80 (0.48),←,
23,"Martin, Michael",19y 140d,9 (2-1-6 27.78%),2 (0.22),←,
22,"Quill, Peter",26y 326d,57 (29-2-26 52.63%),18 (0.32),←,
36,"Romero, Jose",24y 348d,119 (60-1-58 50.84%),114 (0.96),30 (11-1-18 38.33%),16 (0.53)
5,"Smith, Rohan",23y 44d,68 (33-2-33 50.00%),35 (0.51),←,
24,"Wallis, Stephen",31y 261d,254 (128-4-122 51.18%),57 (0.22),←,
25,"Watts, Jason",24y 351d,45 (20-1-24 45.56%),37 (0.82),←,
45,"Wira, Brad",24y 120d,15 (3-1-11 23.33%),,14 (3-1-10 25.00%),
15,"Wynd, Scott",26y 171d,140 (67-3-70 48.93%),24 (0.17),←,
Totals,Totals,24y 178d,1601 (775-33-793 48.41%),904 (0.56),,
C,"Wallace, Terry",37y 214d,3 (1-0-2 33.33%),,←,
