Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
7,"Buckley, Dylan",23y 39d,31 (8-0-23 25.81%),8 (0.26),←,
38,"Byrne, Ciaran",21y 140d,4 (1-0-3 25.00%),,←,
41,"Casboult, Levi",26y 40d,57 (18-1-38 32.46%),56 (0.98),←,
9,"Cripps, Patrick",21y 37d,28 (6-1-21 23.21%),9 (0.32),←,
30,"Curnow, Charlie",19y 81d,4 (1-0-3 25.00%),3 (0.75),←,
35,"Curnow, Ed",26y 169d,93 (40-2-51 44.09%),11 (0.12),←,
15,"Docherty, Sam",22y 190d,53 (16-1-36 31.13%),10 (0.19),40 (10-1-29 26.25%),9 (0.22)
4,"Gibbs, Bryce",27y 40d,192 (83-2-107 43.75%),106 (0.55),←,
14,"Jones, Liam",25y 60d,76 (29-0-47 38.16%),77 (1.01),10 (2-0-8 20.00%),9 (0.90)
11,"Kerridge, Sam",22y 364d,32 (14-0-18 43.75%),25 (0.78),5 (1-0-4 20.00%),2 (0.40)
8,"Kreuzer, Matthew",26y 347d,124 (59-0-65 47.58%),67 (0.54),←,
13,"Lamb, Jed",23y 188d,26 (10-0-16 38.46%),20 (0.77),4 (1-0-3 25.00%),3 (0.75)
3,"Murphy, Marc",28y 280d,209 (88-1-120 42.34%),153 (0.73),←,
34,"Phillips, Andrew",24y 296d,19 (3-0-16 15.79%),7 (0.37),5 (1-0-4 20.00%),2 (0.40)
20,"Plowman, Lachie",21y 226d,22 (5-0-17 22.73%),1 (0.05),2 (1-0-1 50.00%),
17,"Rowe, Sam",28y 157d,56 (17-1-38 31.25%),13 (0.23),←,
6,"Simpson, Kade",31y 355d,247 (96-3-148 39.47%),124 (0.50),←,
19,"Sumner, Liam",22y 252d,14 (3-0-11 21.43%),11 (0.79),2 (1-0-1 50.00%),2 (1.00)
39,"Thomas, Dale",28y 308d,186 (111-2-73 60.22%),138 (0.74),29 (8-0-21 27.59%),17 (0.59)
42,"Tuohy, Zach",26y 136d,103 (42-1-60 41.26%),35 (0.34),←,
23,"Weitering, Jacob",18y 153d,5 (1-0-4 20.00%),,←,
46,"Wright, Matthew",26y 132d,99 (50-0-49 50.51%),68 (0.69),5 (1-0-4 20.00%),5 (1.00)
Totals,Totals,24y 264d,1680 (701-15-964 41.73%),942 (0.56),,
C,"Bolton, Brendon",37y 6d,10 (6-0-4 60.00%),,5 (1-0-4 20.00%),
