Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
24,"Bolton, Jude",3,,13,16,1,,,2.0,,4.0,4.0,2.0,1.0,1.0,,9.0,7.0,,,,2.0,,81.0
19,"Bradshaw, Daniel",11,9,2,13,3,4.0,,,,2.0,,,,,,5.0,7.0,4.0,7.0,1.0,,,87.0
8,"Dennis-Lane, Trent",4,2,2,6,,,,1.0,1.0,,,,,,,2.0,3.0,,,1.0,,,79.0
37,"Goodes, Adam",15,8,10,25,2,2.0,,2.0,,4.0,5.0,3.0,,,,12.0,11.0,2.0,4.0,5.0,,1.0,98.0
39,"Grundy, Heath",9,7,10,19,,,,4.0,6.0,,,2.0,1.0,1.0,,6.0,13.0,1.0,,5.0,,,93.0
4,"Hannebery, Dan",10,5,6,16,,1.0,,2.0,1.0,2.0,2.0,4.0,1.0,3.0,,5.0,10.0,1.0,,,,,67.0
15,"Jack, Kieren",11,2,11,22,,,,2.0,2.0,2.0,7.0,2.0,3.0,2.0,,9.0,13.0,,,1.0,,,90.0
32,"Jetta, Lewis",12,8,4,16,1,,,4.0,2.0,3.0,2.0,1.0,,1.0,,5.0,11.0,1.0,2.0,3.0,2.0,,71.0
12,"Kennedy, Josh",12,5,20,32,,1.0,,5.0,,4.0,5.0,4.0,,2.0,,17.0,15.0,,1.0,,,,81.0
17,"Kennelly, Tadhg",20,6,8,28,,,,1.0,8.0,,,2.0,1.0,1.0,,4.0,22.0,,,3.0,2.0,,90.0
31,"Kirk, Brett",3,3,4,7,,,,3.0,,1.0,,1.0,2.0,,,4.0,4.0,,2.0,1.0,,,73.0
9,"Malceski, Nick",12,3,9,21,,,,1.0,5.0,5.0,,1.0,,1.0,,5.0,14.0,,,5.0,7.0,1.0,91.0
29,"Mattner, Martin",11,7,8,19,,,,2.0,2.0,,,3.0,1.0,3.0,,5.0,16.0,1.0,,3.0,3.0,,85.0
21,"McGlynn, Ben",10,6,5,15,1,,,3.0,,5.0,2.0,,4.0,,,5.0,10.0,,,,1.0,1.0,84.0
3,"McVeigh, Jarrad",14,8,6,20,,,,5.0,1.0,5.0,2.0,1.0,2.0,1.0,,6.0,14.0,,,5.0,,2.0,85.0
33,"Moore, Jarred",7,6,1,8,,,,1.0,1.0,1.0,,2.0,,2.0,,1.0,7.0,,,,,,77.0
41,"Mumford, Shane",,,8,8,,,21.0,6.0,,,3.0,2.0,1.0,2.0,,7.0,1.0,,,3.0,,1.0,76.0
5,"OKeefe, Ryan",6,4,7,13,,,,6.0,,3.0,3.0,1.0,1.0,1.0,,6.0,7.0,1.0,,1.0,,1.0,83.0
38,"Pyke, Mike",,1,4,4,,,9.0,4.0,,,,,,,,1.0,3.0,,,3.0,,,54.0
25,"Richards, Ted",8,6,12,20,,,,1.0,2.0,3.0,1.0,,,,,5.0,15.0,1.0,,4.0,,,88.0
2,"Shaw, Rhyce",9,2,7,16,2,,,1.0,8.0,,,3.0,2.0,3.0,,7.0,7.0,1.0,1.0,,6.0,,87.0
40,"Smith, Nick",9,3,4,13,,,,1.0,1.0,,,1.0,,1.0,,2.0,11.0,,,1.0,,,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,101,161,357,10,12.0,30.0,57.0,40.0,44.0,36.0,35.0,20.0,25.0,,128.0,221.0,13.0,17.0,45.0,23.0,7.0,
Opposition,Opposition,195,92,126,321,11,11.0,36.0,55.0,32.0,53.0,37.0,40.0,25.0,20.0,,133.0,185.0,16.0,11.0,49.0,20.0,7.0,
