Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
13,"Baker, Oskar",25y 57d,30 (15-0-15 50.00%),8 (0.27),15 (9-0-6 60.00%),4 (0.27)
4,"Bontempelli, Marcus",27y 239d,211 (117-0-94 55.45%),196 (0.93),←,
17,"Bruce, Josh",31y 43d,162 (72-1-89 44.75%),234 (1.44),49 (30-0-19 61.22%),63 (1.29)
31,"Dale, Bailey",26y 364d,126 (69-0-57 54.76%),77 (0.61),←,
35,"Daniel, Caleb",27y 14d,171 (94-0-77 54.97%),45 (0.26),←,
15,"Duryea, Taylor",32y 88d,188 (125-1-62 66.76%),25 (0.13),70 (43-0-27 61.43%),4 (0.06)
44,"English, Tim",25y 345d,103 (57-0-46 55.34%),56 (0.54),←,
43,"Gardner, Ryan",26y 50d,52 (31-0-21 59.62%),3 (0.06),←,
42,"Keath, Alex",31y 182d,100 (59-1-40 59.50%),5 (0.05),70 (43-0-27 61.43%),4 (0.06)
24,"Khamis, Buku",23y 119d,10 (7-0-3 70.00%),6 (0.60),←,
21,"Liberatore, Tom",31y 66d,212 (104-0-108 49.06%),80 (0.38),←,
11,"Macrae, Jack",28y 352d,226 (121-0-105 53.54%),54 (0.24),←,
33,"Naughton, Aaron",23y 233d,118 (66-0-52 55.93%),183 (1.55),←,
25,"Poulter, Caleb",20y 282d,16 (5-0-11 31.25%),4 (0.25),4 (2-0-2 50.00%),2 (0.50)
20,"Richards, Ed",24y 18d,100 (52-0-48 52.00%),25 (0.25),←,
28,"Scott, Anthony",28y 143d,53 (33-0-20 62.26%),28 (0.53),←,
6,"Smith, Bailey",22y 226d,99 (58-0-41 58.59%),43 (0.43),←,
1,"Treloar, Adam",30y 134d,226 (102-1-123 45.35%),132 (0.58),53 (32-0-21 60.38%),35 (0.66)
2,"Ugle-Hagan, Jamarra",21y 108d,40 (21-0-19 52.50%),51 (1.27),←,
23,"Vandermeer, Laitham",24y 168d,39 (21-0-18 53.85%),20 (0.51),←,
3,"Weightman, Cody",22y 187d,54 (30-0-24 55.56%),94 (1.74),←,
14,"West, Rhylee",23y 9d,32 (19-0-13 59.38%),16 (0.50),←,
34,"Williams, Bailey",25y 284d,122 (66-0-56 54.10%),28 (0.23),←,
Totals,Totals,26y 98d,2490 (1344-4-1142 53.98%),1413 (0.57),,
C,"Beveridge, Luke",52y 332d,201 (114-0-87 56.72%),,←,
