Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
27,"Baird, John",23y 318d,39 (20-1-18 52.56%),6 (0.15),←,
16,"Brown, Leigh",22y 61d,90 (33-1-56 37.22%),38 (0.42),27 (14-1-12 53.70%),18 (0.67)
2,"Colbert, Leigh",28y 322d,175 (100-2-73 57.71%),63 (0.36),70 (38-1-31 55.00%),13 (0.19)
24,"Firrito, Michael",20y 149d,7 (4-0-3 57.14%),1 (0.14),←,
6,"Grant, Shannon",27y 5d,197 (115-2-80 58.88%),217 (1.10),139 (83-1-55 60.07%),179 (1.29)
38,"Grima, Blake",19y 321d,2 (0-0-2 0.00%),1 (0.50),←,
31,"Hale, David",19y 338d,5 (1-0-4 20.00%),2 (0.40),←,
4,"Harris, Daniel",21y 350d,30 (16-1-13 55.00%),7 (0.23),←,
29,"Harvey, Brent",25y 346d,155 (94-1-60 60.97%),184 (1.19),←,
21,"Jones, Corey",23y 58d,43 (20-0-23 46.51%),47 (1.09),←,
34,"King, David",32y 48d,224 (138-1-85 61.83%),138 (0.62),←,
5,"McKernan, Corey",30y 127d,228 (128-0-100 56.14%),299 (1.31),187 (122-0-65 65.24%),239 (1.28)
19,"Motlop, Daniel",22y 39d,27 (10-1-16 38.89%),28 (1.04),←,
20,"Petrie, Drew",21y 192d,46 (22-1-23 48.91%),44 (0.96),←,
17,"Porter, Mark",27y 196d,99 (51-1-47 52.02%),20 (0.20),44 (23-1-20 53.41%),7 (0.16)
3,"Rawlings, Brady",22y 319d,75 (44-0-31 58.67%),30 (0.40),←,
32,"Sansbury, Eddie",20y 150d,5 (3-0-2 60.00%),,←,
7,"Simpson, Adam",28y 68d,185 (116-1-68 62.97%),63 (0.34),←,
9,"Sinclair, Jess",25y 242d,105 (37-1-67 35.71%),52 (0.50),55 (24-1-30 44.55%),26 (0.47)
12,"Stevens, Michael",23y 169d,26 (13-0-13 50.00%),4 (0.15),9 (5-0-4 55.56%),1 (0.11)
36,"Watt, Shannon",23y 150d,53 (27-1-25 51.89%),4 (0.08),←,
8,"Wells, Daniel",19y 81d,23 (13-1-9 58.70%),14 (0.61),←,
Totals,Totals,24y 35d,1839 (1005-16-818 54.65%),1262 (0.69),,
C,"Laidley, Dani",37y 28d,27 (14-1-12 53.70%),,←,
